"NAME","LENGTH","PHAGE","CHECKV_QUALITY","MIUVIG_QUALITY","LIFE_CYCLE","PROVIRUS","HOST_PHYLUM","HOST_CLASS","HOST_ORDER","HOST_FAMILY","HOST_GENUS","HOST_PREDICTION_METHOD","VC_STATUS","CLUSTER","SUBCLUSTER","REF_PHAGES_IN_VC","GARRY_OAK_ENRICHMENT","HILLY_GRASSLAND_ENRICHMENT","Sage1_L_100_16","Sage1_L_113_16","Sage1_L_20_16","Sage1_L_40_16","Sage1_L_60_16","Sage1_L_80_16","Sage1_R_100_16","Sage1_R_113_16","Sage1_R_20_16","Sage1_R_40_16","Sage1_R_60_16","Sage1_R_80_16","Sage2_L_100_16","Sage2_L_115_16","Sage2_L_20_16","Sage2_L_40_16","Sage2_L_60_16","Sage2_L_80_16","Sage2_R_100_16","Sage2_R_115_16","Sage2_R_20_16","Sage2_R_40_16","Sage2_R_60_16","Sage2_R_80_16"
"DNA_vOTU_521",120621,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",433,0,"NO","SUBSURFACE","SUBSURFACE",1311,1398,1223,7340,33492,6388,1648,3049,1051,2841,26376,7529,10105,8125,660,3667,24724,21428,8830,10921,439,8143,17679,14221
"DNA_vOTU_6013",120614,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Outlier",NA,NA,"YES","SUBSURFACE",NA,50075,24701,3690,4064,5478,15211,18250,89111,1441,2535,5293,8367,1797,1713,1322,1549,2163,2823,1458,1083,1027,1154,1715,2231
"DNA_vOTU_10182",120372,"dsDNAphage","Complete","High-quality","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES","SUBSURFACE",NA,1671,534,76,68,105,74,8171,796,39,30,35,11,13,13,28,20,12,15,11,9,25,16,22,28
"DNA_vOTU_708",119951,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Actinosynnemataceae","Kibdelosporangium","WIsH","Outlier",NA,NA,"YES",NA,NA,9068,12020,7742,13287,20225,12407,12713,15820,4413,15864,17925,6663,14541,12417,9564,9516,10335,19937,9981,8562,6521,4346,11922,16776
"DNA_vOTU_3889",119838,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Outlier",NA,NA,"YES",NA,NA,2395,2622,9819,14163,10940,4390,2479,2587,4747,14292,8772,1475,16986,15571,5620,16102,13812,28302,16516,12210,4961,9572,17261,28185
"DNA_vOTU_5050",117845,"dsDNAphage","Complete","High-quality","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",414,0,"NO","SUBSURFACE",NA,8299,5594,1705,1450,6951,33607,28134,4882,410,477,3855,14896,42,29,78,18,90,39,32,12,39,18,28,20
"DNA_vOTU_8061",116817,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Outlier",NA,NA,"YES",NA,NA,4246,4262,2316,2465,3304,3031,3750,3846,1040,2666,2116,1349,24554,15074,1945,1446,1471,13248,6407,4172,1158,772,1188,9982
"DNA_vOTU_6680",116709,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO","Actinomycetota","Actinomycetia",NA,NA,NA,"CRISPR spacer (MAG)","Clustered",351,1,"NO","SUBSURFACE",NA,95134,55201,3136,3508,3958,25103,49027,68194,1163,1881,3940,26508,1386,1317,1336,1302,1903,2084,1180,892,978,979,1202,1495
"DNA_vOTU_2633",116231,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Clustered",1068,0,"NO","SUBSURFACE",NA,61190,44780,3350,9848,11712,36476,67728,54772,1178,5590,28357,20872,3300,2508,1708,2913,3968,5071,3447,2375,1262,2258,3235,3847
"DNA_vOTU_6732",114132,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO","Pseudomonadota","BetaPseudomonadota","Burkholderiales","Burkholderiaceae","Salinispora","WIsH","Clustered",554,0,"NO","SUBSURFACE",NA,47457,23468,2303,2501,2973,10705,18186,39031,970,1753,4232,7175,1105,1179,1043,1544,1788,2118,1174,861,867,1050,1219,1889
"DNA_vOTU_5969",113271,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Clustered",308,1,"NO",NA,NA,28934,19958,7482,8183,11033,16075,25591,21420,4622,8881,19064,15739,8667,6663,6953,5732,5982,8041,3786,3591,4559,2943,4422,5650
"DNA_vOTU_6925",112816,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Outlier",NA,NA,"YES","SUBSURFACE",NA,80769,44889,3432,14071,15240,32643,68088,58642,1187,8500,47905,23772,5074,3457,1441,4272,5706,9115,6994,2972,1206,3218,5112,7166
"DNA_vOTU_2758",112016,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Labilitrichaceae","Labilithrix","WIsH","Clustered",586,1,"NO",NA,"SURFACE",28714,20953,6336,6129,7072,9721,21009,23995,3401,6880,7714,6504,4371,3759,6390,5302,3869,4223,2472,2541,4735,2582,2847,3267
"DNA_vOTU_8572",111555,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO","Pseudomonadota","BetaPseudomonadota","Burkholderiales","Burkholderiaceae","Salinispora","CRISPR spacer (database)","Outlier",NA,NA,"YES","SUBSURFACE",NA,90217,49902,3027,3093,3632,24447,47439,63940,1182,1912,3425,24922,1686,1545,1336,1369,1734,2004,1171,953,1015,995,1173,1682
"DNA_vOTU_5735",110995,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Streptosporangium","WIsH","Clustered",344,0,"NO",NA,NA,7721,5422,2911,3726,5324,4961,5886,4875,1409,4591,3351,2717,21248,12606,2141,1580,2383,11962,5914,3738,1249,909,1880,9066
"DNA_vOTU_890",109310,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Pseudonocardiaceae","Amycolatopsis","WIsH","Clustered",556,0,"NO",NA,NA,10657,12947,8469,13448,19433,13389,13224,16321,4780,15818,17089,6848,13575,11800,10079,9240,10128,18450,9114,7521,6918,4472,10899,15303
"DNA_vOTU_205",108723,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","YES","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Myxococcaceae","Anaeromyxobacter","CRISPR spacer (database)","Clustered",1139,0,"NO","SUBSURFACE",NA,4380,3968,1591,1384,2293,6381,13774,2493,433,503,744,4098,476,425,561,518,621,802,254,260,410,279,288,388
"DNA_vOTU_5686",108386,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Actinosynnemataceae","Kibdelosporangium","WIsH","Singleton",NA,NA,NA,NA,NA,2998,4731,4832,8657,11693,5448,4762,6506,2413,11227,9100,2620,10476,9214,5769,5671,5989,14933,7392,6020,3840,2494,8861,12987
"DNA_vOTU_8573",108234,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,104389,56156,3049,3798,3857,29193,53967,75386,1082,1890,5090,29652,1283,1166,1179,1264,1803,1821,898,795,955,997,1130,1452
"DNA_vOTU_2357",107119,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Clustered",345,0,"NO",NA,"SURFACE",7193,6828,5062,12821,21274,10496,7362,6528,2585,10756,20268,3888,4227,3709,5922,5527,4969,6472,3002,2388,3389,2666,4168,4578
"DNA_vOTU_1639",107116,"dsDNAphage","High-quality","High-quality","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",767,0,"YES",NA,"SURFACE",263,213,413,335,454,443,221,54,117,134,181,93,110,125,132,110,128,142,78,121,9551,106,76,79
"DNA_vOTU_3772",107021,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Clustered",267,3,"NO",NA,NA,6091,4530,10755,19358,16057,8136,5444,6922,5556,17879,17871,3818,20019,18705,7372,21314,19328,33897,20572,14401,6372,13265,21397,32378
"DNA_vOTU_5331",106316,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Outlier",NA,NA,"YES",NA,NA,2919,3089,12993,16901,12308,5419,2931,3182,6539,18284,10723,1966,18060,17021,8198,19693,16619,29848,17143,12677,7682,11703,19817,29280
"DNA_vOTU_10134",106033,"dsDNAphage","Complete","High-quality","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES","SUBSURFACE",NA,1408,1568,54,58,73,1785,13687,2354,25,21,30,23,14,20,15,27,17,27,4,17,22,21,17,12
"DNA_vOTU_5782",105519,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","CRISPR spacer (database)","Clustered",278,0,"NO",NA,NA,14072,16372,9743,15901,22869,16060,16836,21261,5701,18966,21280,8617,16171,13953,12623,11324,12835,21917,10785,8956,8755,5466,12868,17958
"DNA_vOTU_2634",104669,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Singleton",NA,NA,NA,NA,NA,7465,6675,11489,16505,14678,8273,7570,7992,6666,15962,14295,3979,18244,17310,7764,17171,15685,28698,16998,13070,6384,9945,17608,28224
"DNA_vOTU_5917",103725,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Verrucosispora","WIsH","Clustered",420,0,"NO","SUBSURFACE",NA,9367,18986,2358,2708,3456,5739,14554,23144,921,1681,2558,2256,1435,1412,1182,1437,1943,2312,1155,884,1036,970,1258,1712
"DNA_vOTU_5633",103592,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Streptosporangium","WIsH","Clustered",289,0,"NO",NA,"SURFACE",18344,10235,4358,4407,7508,10871,15823,10039,2548,3982,12478,11459,3978,2857,3425,2007,2386,3423,1565,1444,2274,1233,1942,2313
"DNA_vOTU_3390",103212,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,30017,12994,4190,3941,4155,9716,8853,64833,1996,2900,4655,3565,3002,2485,2259,2253,2468,3995,2597,1824,1374,1542,2390,3185
"DNA_vOTU_6174",103173,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Micromonospora","WIsH","Outlier",NA,NA,"YES",NA,NA,48030,28050,10177,9634,9495,18625,22198,84219,6713,8235,13071,9893,9417,8459,7702,7197,7768,11134,8236,6237,5529,4906,6805,9184
"DNA_vOTU_6864",103078,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",962,3,"NO",NA,"SURFACE",35,38,79,57,97,76,47,5,25,33,35,11,240,728,6641,5386,922,184,204,65,954,715,71,29
"DNA_vOTU_6973",102432,"dsDNAphage","Complete","High-quality","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,NA,68,43,99,138,101,95,45,13,28,111,31,18,80,34,80,85,249,51,50,10,10,51,45,8694
"DNA_vOTU_8168",101338,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Actinosynnemataceae","Kibdelosporangium","WIsH","Clustered",556,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_6733",100869,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Clustered",267,1,"NO","SUBSURFACE",NA,47779,34810,2899,7173,8439,26712,52492,45951,1036,4087,18594,14951,3117,2303,1192,2455,3298,4966,3467,2053,1112,1840,2755,3814
"DNA_vOTU_9450",100773,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,6395,4214,1753,5200,3611,4313,3680,6711,698,1563,7107,2213,827,713,696,761,2354,1038,711,488,602,809,810,755
"DNA_vOTU_6166",99632,"dsDNAphage","Complete","High-quality","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",45,23,71,72,86,65,20,10,34,35,66,29,688,961,32,941,6041,9272,6308,387,31,1627,2861,3550
"DNA_vOTU_6133",99071,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Micromonospora","WIsH","Clustered",345,1,"NO",NA,NA,37496,20393,5803,5270,5492,13328,15738,72316,3396,4507,6041,6238,6160,4670,4922,4126,4660,7168,4801,3207,3252,2726,4245,6061
"DNA_vOTU_4982",99041,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",19,37,75,42,75,55,28,9,22,26,35,13,4338,5362,24,24,15,848,82,72,17,12,26,16
"DNA_vOTU_6015",98649,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Streptosporangium","WIsH","Outlier",NA,NA,"YES","SUBSURFACE",NA,24833,13582,2829,2697,3760,8120,15127,12293,1508,2241,3669,7095,2858,2129,2080,1602,1832,2621,1262,1175,1363,985,1256,1711
"DNA_vOTU_2414",96319,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Clustered",267,0,"NO","SUBSURFACE",NA,4846,3854,3259,10135,18464,8608,4782,4057,1140,7779,17086,2784,2178,2153,2927,3580,2472,4020,1990,1360,1677,1525,2518,3074
"DNA_vOTU_6924",96296,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Clustered",257,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_10184",96027,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",439,0,"NO","SUBSURFACE",NA,2049,756,139,124,135,1759,20163,4975,29,31,37,6568,29,26,26,22,36,23,13,20,27,14,29,27
"DNA_vOTU_4453",95685,"dsDNAphage","Complete","High-quality","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,31,97,242,24157,39554,716,64,20,59,1173,511,47,215,263,90,263,297,339,198,109,61,218,219,362
"DNA_vOTU_2517",95645,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Clustered",1067,0,"NO","SUBSURFACE",NA,46642,38180,3739,8106,9990,30083,54295,45553,1755,5262,21941,15698,3469,2791,2325,2787,3442,4597,2863,2607,1682,2029,2892,3413
"DNA_vOTU_3115",95477,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Polyangiaceae","Sorangium","WIsH","Clustered",255,0,"NO",NA,NA,36649,26446,6444,7369,8235,13199,26515,30361,3488,9807,9660,6956,5692,4991,6841,6352,4294,4718,3080,3159,4804,2948,3404,3927
"DNA_vOTU_2760",95021,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Clustered",348,0,"NO","SUBSURFACE",NA,13891,7195,2325,3207,4865,9078,12815,7599,1142,2336,10920,9808,1774,1302,1509,1266,1692,1920,810,753,987,841,1289,1267
"DNA_vOTU_6134",94567,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Clustered",257,0,"NO","SUBSURFACE",NA,53960,44382,4128,11060,11404,30268,58291,50536,1612,7573,23763,17561,3697,2884,2423,4105,5145,5257,3350,2560,1847,3028,4231,4055
"DNA_vOTU_6262",94362,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Polyangiaceae","Sorangium","WIsH","Singleton",NA,NA,NA,NA,"SURFACE",12943,8434,4847,3947,4711,7099,14136,10209,2777,3306,4669,3753,2983,2724,3728,3317,3350,3188,1694,1655,2836,2026,2170,2223
"DNA_vOTU_2572",93884,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Micromonosporales","Micromonosporaceae","Plantactinospora","WIsH","Clustered",423,0,"NO","SUBSURFACE",NA,9511,5568,2953,4632,3865,6641,5101,10558,1194,3191,9913,2751,1426,1171,1120,1279,1534,2011,1256,898,882,864,1147,1510
"DNA_vOTU_6092",93149,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Streptosporangium","WIsH","Clustered",349,1,"NO","SUBSURFACE",NA,23578,13026,2032,2048,2946,7196,14067,12245,805,1768,2111,5915,2111,1487,1143,925,1310,1802,822,682,793,536,820,1205
"DNA_vOTU_6167",92847,"dsDNAphage","Complete","High-quality","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",65,57,140,116,126,95,55,12,54,50,48,24,2140,2384,45,181,32,12986,267,1539,48,72,31,1976
"DNA_vOTU_3066",91337,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","CRISPR spacer (database)","Clustered",269,0,"NO","SUBSURFACE",NA,41928,30881,2993,7592,9313,26303,49650,38224,1045,4734,20788,14929,2934,2351,1602,2290,2854,4230,3045,2265,1146,1608,2570,3620
"DNA_vOTU_6514",90806,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Outlier",NA,NA,"YES","SUBSURFACE",NA,37296,41924,2615,7267,7944,17249,32398,38186,916,4957,19087,10673,3986,2682,1272,2048,2602,4292,4097,3082,857,1381,2488,3966
"DNA_vOTU_7262",90744,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Clustered",546,0,"NO","SUBSURFACE",NA,22391,19115,2066,3408,3173,6375,12074,15915,565,1741,4724,3714,681,537,615,698,1594,1159,584,257,450,764,580,626
"DNA_vOTU_6575",90159,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Outlier",NA,NA,"YES","SUBSURFACE",NA,212266,96814,3108,29074,27334,78778,143797,107258,1374,16136,90735,55412,9564,5958,1907,9031,12792,18321,13515,5218,1759,7067,10628,13234
"DNA_vOTU_2518",89896,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Actinomycetota","Actinomycetia","Micromonosporales","Micromonosporaceae","Plantactinospora","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,8602,5551,3067,5292,4322,6625,5314,10812,1261,2633,10670,2741,1759,1479,1549,1637,1942,2430,1510,1071,1089,1040,1483,1872
"DNA_vOTU_3503",89752,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Corynebacteriaceae","Corynebacterium","CRISPR spacer (database)","Clustered",261,0,"NO","SUBSURFACE",NA,13412,7035,3075,4888,7110,10432,13618,11778,1432,3772,7273,6121,2820,2851,2328,2863,3748,4493,2194,1738,1913,1809,2613,3385
"DNA_vOTU_2759",89652,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Clustered",1068,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_9261",89092,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",433,0,"NO",NA,NA,284,352,2310,6283,500,284,270,215,747,3456,446,163,2414,2514,1524,7207,9276,3582,1998,1406,1293,8262,7965,3457
"DNA_vOTU_5282",88766,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","WIsH","Clustered",414,0,"NO","SUBSURFACE",NA,882,930,63,68,257,1055,913,1186,17,69,21,554,4951,2225,10021,996,3230,9800,17696,4505,7516,233,223,386
"DNA_vOTU_6574",88502,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Outlier",NA,NA,"YES","SUBSURFACE",NA,7887,16133,1609,1724,2524,4800,12011,20606,540,910,1738,1616,750,677,739,684,967,1109,572,444,586,497,536,809
"DNA_vOTU_9156",87390,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",962,2,"NO",NA,"SUBSURFACE",36,25,85,70,105,49,28,9,20,29,34,14,1597,4064,127,51522,5125,1688,3366,1506,32,26971,5336,7461
"DNA_vOTU_6881",86942,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Micromonospora","WIsH","Singleton",NA,NA,NA,NA,NA,18662,11620,3228,3281,3111,7447,8681,32963,1766,2618,4734,3398,2850,2362,2004,1922,2460,3726,2525,1699,1178,1407,2279,3004
"DNA_vOTU_102",85115,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","YES","Acidobacteriota",NA,NA,NA,NA,"Provirus","Clustered",431,0,"NO","SUBSURFACE",NA,9331,2363,1638,2322,1907,2613,4518,9243,480,1092,3269,3664,883,659,466,505,979,1366,984,477,299,465,698,866
"DNA_vOTU_520",84992,"dsDNAphage","Complete","High-quality","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1643,0,"NO","SUBSURFACE",NA,1395,871,368,277,399,1024,1301,2993,107,129,166,3459,73,79,88,88,102,105,56,55,76,55,72,80
"DNA_vOTU_6425",84872,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,11980,4955,1622,1791,3242,6585,10997,5264,505,1093,5372,3803,809,718,657,688,694,751,415,458,607,388,456,545
"DNA_vOTU_6837",84631,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Streptosporangium","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,23628,11190,1953,1983,2872,5093,10776,10865,991,1815,2344,4078,2377,1576,1319,995,1124,1838,813,763,804,597,886,1236
"DNA_vOTU_4454",83969,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Clustered",432,1,"NO",NA,"SURFACE",552,527,895,10500,1366,1283,554,174,208,315,535,189,319,268,310,315,454,481,197,161,245,173,281,243
"DNA_vOTU_3113",83958,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,33,46,96,90,108,66,33,3,25,29,31,13,26,22,28,36,58,50,21,21,30,6302,36,31
