sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
Sage2_L_80_16_scaffold_1928_CAS_Class1-Subtype-I-F_128	Cas	CAS_Class1-Subtype-I-F	Sage2_L_80_16_scaffold_1928_1	Sage2_L_80_16_scaffold_1928_4	Sage2_L_80_16_scaffold_1928_1,Sage2_L_80_16_scaffold_1928_2,Sage2_L_80_16_scaffold_1928_3,Sage2_L_80_16_scaffold_1928_4	4	cas5f_I-F_4,cas8f_I-F_4,cas3f_I-F_1,cas1_I-F_1
Sage2_L_80_16_scaffold_1985_CAS_Class1-Subtype-I-G_91	Cas	CAS_Class1-Subtype-I-G	Sage2_L_80_16_scaffold_1985_13	Sage2_L_80_16_scaffold_1985_19	Sage2_L_80_16_scaffold_1985_13,Sage2_L_80_16_scaffold_1985_16,Sage2_L_80_16_scaffold_1985_17,Sage2_L_80_16_scaffold_1985_18,Sage2_L_80_16_scaffold_1985_19	5	WYL_I_II_III_IV_V_VI_4,cas3HD_I_1,cas8u1_I-G_1,csb1gr7_I-G_1,csb2gr5_I-G_1
Sage2_L_80_16_scaffold_23351_CAS_Class1-Subtype-I-E_143	Cas	CAS_Class1-Subtype-I-E	Sage2_L_80_16_scaffold_23351_2	Sage2_L_80_16_scaffold_23351_4	Sage2_L_80_16_scaffold_23351_2,Sage2_L_80_16_scaffold_23351_3,Sage2_L_80_16_scaffold_23351_4	3	cas8e_I-E_2,cas7_I-E_16,cas5_I-E_13
Sage2_R_100_16_scaffold_17524_CAS_Class1-Subtype-I-B_131	Cas	CAS_Class1-Subtype-I-B	Sage2_R_100_16_scaffold_17524_1	Sage2_R_100_16_scaffold_17524_5	Sage2_R_100_16_scaffold_17524_1,Sage2_R_100_16_scaffold_17524_2,Sage2_R_100_16_scaffold_17524_3,Sage2_R_100_16_scaffold_17524_5	4	cas3HD_I_1,cas5_I-B_1,cas7_I-B_6,cas6_I_II_III_IV_V_VI_7
Sage2_R_100_16_scaffold_32983_CAS_Cluster_59	Cas	CAS_Cluster	Sage2_R_100_16_scaffold_32983_2	Sage2_R_100_16_scaffold_32983_4	Sage2_R_100_16_scaffold_32983_2,Sage2_R_100_16_scaffold_32983_3,Sage2_R_100_16_scaffold_32983_4	3	cas3_I_2,cas4_I_II_III_IV_V_VI_6,cas1_I_II_III_IV_V_VI_7
Sage2_R_60_16_scaffold_102_CAS_Class1-Subtype-I-C_152	Cas	CAS_Class1-Subtype-I-C	Sage2_R_60_16_scaffold_102_45	Sage2_R_60_16_scaffold_102_47	Sage2_R_60_16_scaffold_102_45,Sage2_R_60_16_scaffold_102_46,Sage2_R_60_16_scaffold_102_47	3	cas5_I-C_11,cas8c_I-C_2,cas7_I-C_13
Sage2_R_60_16_scaffold_25460_CAS_Class1-Type-I_61	Cas	CAS_Class1-Type-I	Sage2_R_60_16_scaffold_25460_2	Sage2_R_60_16_scaffold_25460_6	Sage2_R_60_16_scaffold_25460_2,Sage2_R_60_16_scaffold_25460_3,Sage2_R_60_16_scaffold_25460_4,Sage2_R_60_16_scaffold_25460_5,Sage2_R_60_16_scaffold_25460_6	5	cas2_I_II_III_IV_V_VI_9,cas1_I_II_III_IV_V_VI_10,cas6_I_II_III_IV_V_VI_22,csb2gr5_I-G_1,csb1gr7_I-G_1
Sage2_R_80_16_scaffold_11_CAS_Cluster_13	Cas	CAS_Cluster	Sage2_R_80_16_scaffold_11_29	Sage2_R_80_16_scaffold_11_31	Sage2_R_80_16_scaffold_11_29,Sage2_R_80_16_scaffold_11_30,Sage2_R_80_16_scaffold_11_31	3	cas2_I_II_III_IV_V_VI_3,cas1_I_II_III_IV_V_VI_6,cas4_I_II_III_IV_V_VI_1
Sage2_R_80_16_scaffold_39_CAS_Class1-Subtype-I-C_14	Cas	CAS_Class1-Subtype-I-C	Sage2_R_80_16_scaffold_39_174	Sage2_R_80_16_scaffold_39_181	Sage2_R_80_16_scaffold_39_174,Sage2_R_80_16_scaffold_39_175,Sage2_R_80_16_scaffold_39_176,Sage2_R_80_16_scaffold_39_178,Sage2_R_80_16_scaffold_39_179,Sage2_R_80_16_scaffold_39_180,Sage2_R_80_16_scaffold_39_181	7	cas2_I_II_III_IV_V_VI_3,cas1_I_II_III_IV_V_VI_6,cas4_I_II_III_IV_V_VI_1,cas7b_I-B_I-C_2,cas8c_I-C_4,cas5_I-C_11,cas3_I_5
Sage1_L_100_16_scaffold_10059_CBASS_III_93	CBASS	CBASS_III	Sage1_L_100_16_scaffold_10059_5	Sage1_L_100_16_scaffold_10059_8	Sage1_L_100_16_scaffold_10059_5,Sage1_L_100_16_scaffold_10059_6,Sage1_L_100_16_scaffold_10059_7,Sage1_L_100_16_scaffold_10059_8	4	Cyclase_II,bacHORMA_1,TRIP13,Sensing_TPALS
Sage1_L_100_16_scaffold_110_SEFIR_167	SEFIR	SEFIR	Sage1_L_100_16_scaffold_110_60	Sage1_L_100_16_scaffold_110_60	Sage1_L_100_16_scaffold_110_60	1	bSEFIR
Sage1_L_100_16_scaffold_11241_CBASS_II_62	CBASS	CBASS_II	Sage1_L_100_16_scaffold_11241_1	Sage1_L_100_16_scaffold_11241_3	Sage1_L_100_16_scaffold_11241_1,Sage1_L_100_16_scaffold_11241_2,Sage1_L_100_16_scaffold_11241_3	3	E2,Cyclase_II,Phospholipase
Sage1_L_100_16_scaffold_1800_BREX_I_39	BREX	BREX_I	Sage1_L_100_16_scaffold_1800_8	Sage1_L_100_16_scaffold_1800_13	Sage1_L_100_16_scaffold_1800_8,Sage1_L_100_16_scaffold_1800_9,Sage1_L_100_16_scaffold_1800_10,Sage1_L_100_16_scaffold_1800_11,Sage1_L_100_16_scaffold_1800_12,Sage1_L_100_16_scaffold_1800_13	6	brxL,pglZA,pglX1,brxC,brxB_DUF1788,brxA_DUF1819
Sage1_L_100_16_scaffold_2238_Borvo_146	Borvo	Borvo	Sage1_L_100_16_scaffold_2238_19	Sage1_L_100_16_scaffold_2238_19	Sage1_L_100_16_scaffold_2238_19	1	Borvo_BovA_addition
Sage1_L_100_16_scaffold_32201_SoFic_183	SoFIC	SoFic	Sage1_L_100_16_scaffold_32201_3	Sage1_L_100_16_scaffold_32201_3	Sage1_L_100_16_scaffold_32201_3	1	SoFic
Sage1_L_100_16_scaffold_33671_CBASS_I_64	CBASS	CBASS_I	Sage1_L_100_16_scaffold_33671_4	Sage1_L_100_16_scaffold_33671_6	Sage1_L_100_16_scaffold_33671_4,Sage1_L_100_16_scaffold_33671_6	2	Phospholipase,AG_cyclase
Sage1_L_100_16_scaffold_44122_CBASS_I_121	CBASS	CBASS_I	Sage1_L_100_16_scaffold_44122_2	Sage1_L_100_16_scaffold_44122_4	Sage1_L_100_16_scaffold_44122_2,Sage1_L_100_16_scaffold_44122_4	2	AG_cyclase,2TM_5
Sage1_L_100_16_scaffold_50122_CBASS_II_140	CBASS	CBASS_II	Sage1_L_100_16_scaffold_50122_2	Sage1_L_100_16_scaffold_50122_4	Sage1_L_100_16_scaffold_50122_2,Sage1_L_100_16_scaffold_50122_3,Sage1_L_100_16_scaffold_50122_4	3	Cyclase_II,E2_II,1TM_new
Sage1_L_113_16_scaffold_111054_SoFic_184	SoFIC	SoFic	Sage1_L_113_16_scaffold_111054_1	Sage1_L_113_16_scaffold_111054_1	Sage1_L_113_16_scaffold_111054_1	1	SoFic
Sage1_L_113_16_scaffold_295_CBASS_I_42	CBASS	CBASS_I	Sage1_L_113_16_scaffold_295_113	Sage1_L_113_16_scaffold_295_115	Sage1_L_113_16_scaffold_295_113,Sage1_L_113_16_scaffold_295_115	2	2TM_5,AG_cyclase
Sage1_L_113_16_scaffold_5181_CBASS_III_96	CBASS	CBASS_III	Sage1_L_113_16_scaffold_5181_4	Sage1_L_113_16_scaffold_5181_7	Sage1_L_113_16_scaffold_5181_4,Sage1_L_113_16_scaffold_5181_5,Sage1_L_113_16_scaffold_5181_6,Sage1_L_113_16_scaffold_5181_7	4	Cyclase_II,bacHORMA_1,TRIP13,Sensing_TPALS
Sage1_L_113_16_scaffold_6702_CBASS_II_67	CBASS	CBASS_II	Sage1_L_113_16_scaffold_6702_6	Sage1_L_113_16_scaffold_6702_8	Sage1_L_113_16_scaffold_6702_6,Sage1_L_113_16_scaffold_6702_7,Sage1_L_113_16_scaffold_6702_8	3	E2,Phospholipase,Cyclase_II
Sage1_L_113_16_scaffold_72656_Retron_II_135	Retron	Retron_II	Sage1_L_113_16_scaffold_72656_2	Sage1_L_113_16_scaffold_72656_4	Sage1_L_113_16_scaffold_72656_2,Sage1_L_113_16_scaffold_72656_4	2	RT_Tot,NDT
Sage1_L_113_16_scaffold_7629_BREX_II_25	BREX	BREX_II	Sage1_L_113_16_scaffold_7629_10	Sage1_L_113_16_scaffold_7629_15	Sage1_L_113_16_scaffold_7629_10,Sage1_L_113_16_scaffold_7629_11,Sage1_L_113_16_scaffold_7629_12,Sage1_L_113_16_scaffold_7629_13,Sage1_L_113_16_scaffold_7629_14,Sage1_L_113_16_scaffold_7629_15	6	pglW,pglX2,pglX2,pglY,pglZ2,brxD
Sage1_L_20_16_scaffold_429_CBASS_I_102	CBASS	CBASS_I	Sage1_L_20_16_scaffold_429_23	Sage1_L_20_16_scaffold_429_24	Sage1_L_20_16_scaffold_429_23,Sage1_L_20_16_scaffold_429_24	2	Cyclase_SMODS,2TM_Gros
Sage1_L_40_16_scaffold_108801_CBASS_I_98	CBASS	CBASS_I	Sage1_L_40_16_scaffold_108801_2	Sage1_L_40_16_scaffold_108801_3	Sage1_L_40_16_scaffold_108801_2,Sage1_L_40_16_scaffold_108801_3	2	Cyclase_II,4TM_new
Sage1_L_40_16_scaffold_1164_BREX_II_27	BREX	BREX_II	Sage1_L_40_16_scaffold_1164_4	Sage1_L_40_16_scaffold_1164_8	Sage1_L_40_16_scaffold_1164_4,Sage1_L_40_16_scaffold_1164_5,Sage1_L_40_16_scaffold_1164_6,Sage1_L_40_16_scaffold_1164_7,Sage1_L_40_16_scaffold_1164_8	5	pglW,pglX2,pglY,pglZ2,brxD
Sage1_L_40_16_scaffold_27895_CBASS_I_104	CBASS	CBASS_I	Sage1_L_40_16_scaffold_27895_5	Sage1_L_40_16_scaffold_27895_6	Sage1_L_40_16_scaffold_27895_5,Sage1_L_40_16_scaffold_27895_6	2	Cyclase_SMODS,2TM_Gros
Sage1_L_40_16_scaffold_54790_CBASS_II_160	CBASS	CBASS_II	Sage1_L_40_16_scaffold_54790_2	Sage1_L_40_16_scaffold_54790_4	Sage1_L_40_16_scaffold_54790_2,Sage1_L_40_16_scaffold_54790_3,Sage1_L_40_16_scaffold_54790_4	3	AG_cyclase,Effector_TIR,E2_II
Sage1_L_60_16_scaffold_15_SoFic_185	SoFIC	SoFic	Sage1_L_60_16_scaffold_15_84	Sage1_L_60_16_scaffold_15_84	Sage1_L_60_16_scaffold_15_84	1	SoFic
Sage1_L_60_16_scaffold_19386_Olokun_136	Olokun	Olokun	Sage1_L_60_16_scaffold_19386_11	Sage1_L_60_16_scaffold_19386_12	Sage1_L_60_16_scaffold_19386_11,Sage1_L_60_16_scaffold_19386_12	2	Olokun_OloA,Olokun_OloB
Sage1_L_60_16_scaffold_20431_CBASS_I_123	CBASS	CBASS_I	Sage1_L_60_16_scaffold_20431_2	Sage1_L_60_16_scaffold_20431_3	Sage1_L_60_16_scaffold_20431_2,Sage1_L_60_16_scaffold_20431_3	2	AG_cyclase,2TM_5
Sage1_L_60_16_scaffold_2308_CBASS_I_69	CBASS	CBASS_I	Sage1_L_60_16_scaffold_2308_22	Sage1_L_60_16_scaffold_2308_23	Sage1_L_60_16_scaffold_2308_22,Sage1_L_60_16_scaffold_2308_23	2	Phospholipase,Cyclase_II
Sage1_L_60_16_scaffold_242_CBASS_I_71	CBASS	CBASS_I	Sage1_L_60_16_scaffold_242_40	Sage1_L_60_16_scaffold_242_41	Sage1_L_60_16_scaffold_242_40,Sage1_L_60_16_scaffold_242_41	2	Phospholipase,Cyclase_new
Sage1_L_60_16_scaffold_2547_SoFic_186	SoFIC	SoFic	Sage1_L_60_16_scaffold_2547_9	Sage1_L_60_16_scaffold_2547_9	Sage1_L_60_16_scaffold_2547_9	1	SoFic
Sage1_L_60_16_scaffold_31908_SoFic_187	SoFIC	SoFic	Sage1_L_60_16_scaffold_31908_2	Sage1_L_60_16_scaffold_31908_2	Sage1_L_60_16_scaffold_31908_2	1	SoFic
Sage1_L_60_16_scaffold_374_SoFic_171	SoFIC	SoFic	Sage1_L_60_16_scaffold_374_6	Sage1_L_60_16_scaffold_374_6	Sage1_L_60_16_scaffold_374_6	1	SoFic
Sage1_L_60_16_scaffold_4166_Borvo_224	Borvo	Borvo	Sage1_L_60_16_scaffold_4166_18	Sage1_L_60_16_scaffold_4166_18	Sage1_L_60_16_scaffold_4166_18	1	Borvo_BovA
Sage1_L_60_16_scaffold_49_SoFic_188	SoFIC	SoFic	Sage1_L_60_16_scaffold_49_70	Sage1_L_60_16_scaffold_49_70	Sage1_L_60_16_scaffold_49_70	1	SoFic
Sage1_L_60_16_scaffold_53130_Retron_XII_56	Retron	Retron_XII	Sage1_L_60_16_scaffold_53130_2	Sage1_L_60_16_scaffold_53130_2	Sage1_L_60_16_scaffold_53130_2	1	RT_12
Sage1_L_60_16_scaffold_5456_CBASS_I_100	CBASS	CBASS_I	Sage1_L_60_16_scaffold_5456_7	Sage1_L_60_16_scaffold_5456_8	Sage1_L_60_16_scaffold_5456_7,Sage1_L_60_16_scaffold_5456_8	2	Cyclase_II,4TM_new
Sage1_L_60_16_scaffold_555_BREX_I_44	BREX	BREX_I	Sage1_L_60_16_scaffold_555_12	Sage1_L_60_16_scaffold_555_17	Sage1_L_60_16_scaffold_555_12,Sage1_L_60_16_scaffold_555_13,Sage1_L_60_16_scaffold_555_14,Sage1_L_60_16_scaffold_555_15,Sage1_L_60_16_scaffold_555_16,Sage1_L_60_16_scaffold_555_17	6	brxA_DUF1819,brxB_DUF1788,pglX1,brxC,pglZA,brxL
Sage1_L_60_16_scaffold_624_CBASS_II_74	CBASS	CBASS_II	Sage1_L_60_16_scaffold_624_13	Sage1_L_60_16_scaffold_624_15	Sage1_L_60_16_scaffold_624_13,Sage1_L_60_16_scaffold_624_14,Sage1_L_60_16_scaffold_624_15	3	Phospholipase,Cyclase_II,E2
Sage1_L_60_16_scaffold_6675_CBASS_I_162	CBASS	CBASS_I	Sage1_L_60_16_scaffold_6675_6	Sage1_L_60_16_scaffold_6675_7	Sage1_L_60_16_scaffold_6675_6,Sage1_L_60_16_scaffold_6675_7	2	AG_cyclase,Effector_TIR
Sage1_L_80_16_scaffold_12026_SoFic_189	SoFIC	SoFic	Sage1_L_80_16_scaffold_12026_2	Sage1_L_80_16_scaffold_12026_2	Sage1_L_80_16_scaffold_12026_2	1	SoFic
Sage1_R_100_16_scaffold_1061_SoFic_173	SoFIC	SoFic	Sage1_R_100_16_scaffold_1061_4	Sage1_R_100_16_scaffold_1061_4	Sage1_R_100_16_scaffold_1061_4	1	SoFic
Sage1_R_100_16_scaffold_10636_BREX_II_29	BREX	BREX_II	Sage1_R_100_16_scaffold_10636_2	Sage1_R_100_16_scaffold_10636_6	Sage1_R_100_16_scaffold_10636_2,Sage1_R_100_16_scaffold_10636_3,Sage1_R_100_16_scaffold_10636_4,Sage1_R_100_16_scaffold_10636_5,Sage1_R_100_16_scaffold_10636_6	5	pglW,pglX2,pglY,pglZ2,brxD
Sage1_R_100_16_scaffold_1073_CBASS_II_107	CBASS	CBASS_II	Sage1_R_100_16_scaffold_1073_27	Sage1_R_100_16_scaffold_1073_29	Sage1_R_100_16_scaffold_1073_27,Sage1_R_100_16_scaffold_1073_28,Sage1_R_100_16_scaffold_1073_29	3	1TM_new,E2,Cyclase_II
Sage1_R_100_16_scaffold_112_Borvo_147	Borvo	Borvo	Sage1_R_100_16_scaffold_112_7	Sage1_R_100_16_scaffold_112_7	Sage1_R_100_16_scaffold_112_7	1	Borvo_BovA_addition
Sage1_R_100_16_scaffold_114397_SoFic_190	SoFIC	SoFic	Sage1_R_100_16_scaffold_114397_2	Sage1_R_100_16_scaffold_114397_2	Sage1_R_100_16_scaffold_114397_2	1	SoFic
Sage1_R_100_16_scaffold_1321_Borvo_148	Borvo	Borvo	Sage1_R_100_16_scaffold_1321_2	Sage1_R_100_16_scaffold_1321_2	Sage1_R_100_16_scaffold_1321_2	1	Borvo_BovA_addition
Sage1_R_100_16_scaffold_14055_CBASS_I_125	CBASS	CBASS_I	Sage1_R_100_16_scaffold_14055_1	Sage1_R_100_16_scaffold_14055_2	Sage1_R_100_16_scaffold_14055_1,Sage1_R_100_16_scaffold_14055_2	2	2TM_5,AG_cyclase
Sage1_R_100_16_scaffold_14739_SoFic_191	SoFIC	SoFic	Sage1_R_100_16_scaffold_14739_12	Sage1_R_100_16_scaffold_14739_12	Sage1_R_100_16_scaffold_14739_12	1	SoFic
Sage1_R_100_16_scaffold_16011_SoFic_192	SoFIC	SoFic	Sage1_R_100_16_scaffold_16011_5	Sage1_R_100_16_scaffold_16011_5	Sage1_R_100_16_scaffold_16011_5	1	SoFic
Sage1_R_100_16_scaffold_1922_SoFic_193	SoFIC	SoFic	Sage1_R_100_16_scaffold_1922_4	Sage1_R_100_16_scaffold_1922_4	Sage1_R_100_16_scaffold_1922_4	1	SoFic
Sage1_R_100_16_scaffold_22281_SoFic_194	SoFIC	SoFic	Sage1_R_100_16_scaffold_22281_9	Sage1_R_100_16_scaffold_22281_9	Sage1_R_100_16_scaffold_22281_9	1	SoFic
Sage1_R_100_16_scaffold_237267_CBASS_II_110	CBASS	CBASS_II	Sage1_R_100_16_scaffold_237267_1	Sage1_R_100_16_scaffold_237267_4	Sage1_R_100_16_scaffold_237267_1,Sage1_R_100_16_scaffold_237267_2,Sage1_R_100_16_scaffold_237267_3,Sage1_R_100_16_scaffold_237267_4	4	Effector_TIR,E2,Cyclase_II,Cyclase_II
Sage1_R_100_16_scaffold_276_CBASS_I_76	CBASS	CBASS_I	Sage1_R_100_16_scaffold_276_23	Sage1_R_100_16_scaffold_276_24	Sage1_R_100_16_scaffold_276_23,Sage1_R_100_16_scaffold_276_24	2	Phospholipase,Cyclase_II
Sage1_R_100_16_scaffold_3814_SoFic_195	SoFIC	SoFic	Sage1_R_100_16_scaffold_3814_19	Sage1_R_100_16_scaffold_3814_19	Sage1_R_100_16_scaffold_3814_19	1	SoFic
Sage1_R_100_16_scaffold_4318_SEFIR_174	SEFIR	SEFIR	Sage1_R_100_16_scaffold_4318_20	Sage1_R_100_16_scaffold_4318_20	Sage1_R_100_16_scaffold_4318_20	1	bSEFIR
Sage1_R_100_16_scaffold_4812_BREX_30	BREX	BREX	Sage1_R_100_16_scaffold_4812_3	Sage1_R_100_16_scaffold_4812_9	Sage1_R_100_16_scaffold_4812_3,Sage1_R_100_16_scaffold_4812_4,Sage1_R_100_16_scaffold_4812_6,Sage1_R_100_16_scaffold_4812_9	4	brxL,pglZ3,pglXI,brxC
Sage1_R_100_16_scaffold_57960_CBASS_II_9	CBASS	CBASS_II	Sage1_R_100_16_scaffold_57960_2	Sage1_R_100_16_scaffold_57960_4	Sage1_R_100_16_scaffold_57960_2,Sage1_R_100_16_scaffold_57960_3,Sage1_R_100_16_scaffold_57960_4	3	Sensing_SAVED,E2,Cyclase_II
Sage1_R_100_16_scaffold_8943_CBASS_I_164	CBASS	CBASS_I	Sage1_R_100_16_scaffold_8943_2	Sage1_R_100_16_scaffold_8943_6	Sage1_R_100_16_scaffold_8943_2,Sage1_R_100_16_scaffold_8943_6	2	AG_cyclase,Effector_TIR
Sage1_R_113_16_scaffold_108339_Retron_XIII_36	Retron	Retron_XIII	Sage1_R_113_16_scaffold_108339_1	Sage1_R_113_16_scaffold_108339_2	Sage1_R_113_16_scaffold_108339_1,Sage1_R_113_16_scaffold_108339_2	2	WHSWIM,RT_Tot
Sage1_R_113_16_scaffold_14827_Borvo_149	Borvo	Borvo	Sage1_R_113_16_scaffold_14827_16	Sage1_R_113_16_scaffold_14827_16	Sage1_R_113_16_scaffold_14827_16	1	Borvo_BovA_addition
Sage1_R_113_16_scaffold_17878_SoFic_196	SoFIC	SoFic	Sage1_R_113_16_scaffold_17878_10	Sage1_R_113_16_scaffold_17878_10	Sage1_R_113_16_scaffold_17878_10	1	SoFic
Sage1_R_113_16_scaffold_2341_SoFic_197	SoFIC	SoFic	Sage1_R_113_16_scaffold_2341_11	Sage1_R_113_16_scaffold_2341_11	Sage1_R_113_16_scaffold_2341_11	1	SoFic
Sage1_R_113_16_scaffold_2398_SoFic_175	SoFIC	SoFic	Sage1_R_113_16_scaffold_2398_4	Sage1_R_113_16_scaffold_2398_4	Sage1_R_113_16_scaffold_2398_4	1	SoFic
Sage1_R_113_16_scaffold_57641_Borvo_150	Borvo	Borvo	Sage1_R_113_16_scaffold_57641_2	Sage1_R_113_16_scaffold_57641_2	Sage1_R_113_16_scaffold_57641_2	1	Borvo_BovA_addition
Sage1_R_113_16_scaffold_6762_Borvo_151	Borvo	Borvo	Sage1_R_113_16_scaffold_6762_14	Sage1_R_113_16_scaffold_6762_14	Sage1_R_113_16_scaffold_6762_14	1	Borvo_BovA_addition
Sage1_R_113_16_scaffold_7910_Tiamat_181	Tiamat	Tiamat	Sage1_R_113_16_scaffold_7910_16	Sage1_R_113_16_scaffold_7910_16	Sage1_R_113_16_scaffold_7910_16	1	Tiamat_TmtA_2734769103
Sage1_R_113_16_scaffold_821_SoFic_198	SoFIC	SoFic	Sage1_R_113_16_scaffold_821_48	Sage1_R_113_16_scaffold_821_48	Sage1_R_113_16_scaffold_821_48	1	SoFic
Sage1_R_40_16_scaffold_4192_CBASS_I_112	CBASS	CBASS_I	Sage1_R_40_16_scaffold_4192_36	Sage1_R_40_16_scaffold_4192_37	Sage1_R_40_16_scaffold_4192_36,Sage1_R_40_16_scaffold_4192_37	2	Cyclase_SMODS,2TM_new
Sage1_R_60_16_scaffold_10042_CBASS_I_127	CBASS	CBASS_I	Sage1_R_60_16_scaffold_10042_8	Sage1_R_60_16_scaffold_10042_9	Sage1_R_60_16_scaffold_10042_8,Sage1_R_60_16_scaffold_10042_9	2	AG_cyclase,2TM_5
Sage1_R_60_16_scaffold_1530_SoFic_170	SoFIC	SoFic	Sage1_R_60_16_scaffold_1530_53	Sage1_R_60_16_scaffold_1530_53	Sage1_R_60_16_scaffold_1530_53	1	SoFic
Sage1_R_60_16_scaffold_161_CBASS_II_130	CBASS	CBASS_II	Sage1_R_60_16_scaffold_161_55	Sage1_R_60_16_scaffold_161_57	Sage1_R_60_16_scaffold_161_55,Sage1_R_60_16_scaffold_161_56,Sage1_R_60_16_scaffold_161_57	3	2TM_5,E2_II,AG_cyclase
Sage1_R_60_16_scaffold_17009_SoFic_199	SoFIC	SoFic	Sage1_R_60_16_scaffold_17009_6	Sage1_R_60_16_scaffold_17009_6	Sage1_R_60_16_scaffold_17009_6	1	SoFic
Sage1_R_60_16_scaffold_25533_SoFic_200	SoFIC	SoFic	Sage1_R_60_16_scaffold_25533_4	Sage1_R_60_16_scaffold_25533_4	Sage1_R_60_16_scaffold_25533_4	1	SoFic
Sage1_R_60_16_scaffold_35_SoFic_172	SoFIC	SoFic	Sage1_R_60_16_scaffold_35_60	Sage1_R_60_16_scaffold_35_60	Sage1_R_60_16_scaffold_35_60	1	SoFic
Sage1_R_60_16_scaffold_4453_CBASS_II_79	CBASS	CBASS_II	Sage1_R_60_16_scaffold_4453_5	Sage1_R_60_16_scaffold_4453_8	Sage1_R_60_16_scaffold_4453_5,Sage1_R_60_16_scaffold_4453_6,Sage1_R_60_16_scaffold_4453_7,Sage1_R_60_16_scaffold_4453_8	4	Jab,AG_E1_ThiF,Cyclase_II,Phospholipase
Sage1_R_60_16_scaffold_5057_CBASS_I_142	CBASS	CBASS_I	Sage1_R_60_16_scaffold_5057_1	Sage1_R_60_16_scaffold_5057_2	Sage1_R_60_16_scaffold_5057_1,Sage1_R_60_16_scaffold_5057_2	2	1TM_new,Cyclase_II
Sage1_R_60_16_scaffold_735_BREX_I_46	BREX	BREX_I	Sage1_R_60_16_scaffold_735_29	Sage1_R_60_16_scaffold_735_34	Sage1_R_60_16_scaffold_735_29,Sage1_R_60_16_scaffold_735_30,Sage1_R_60_16_scaffold_735_31,Sage1_R_60_16_scaffold_735_32,Sage1_R_60_16_scaffold_735_33,Sage1_R_60_16_scaffold_735_34	6	brxL,pglZB,pglX1,brxC,brxC,brxB_DUF1788
Sage1_R_80_16_scaffold_10_Borvo_152	Borvo	Borvo	Sage1_R_80_16_scaffold_10_185	Sage1_R_80_16_scaffold_10_185	Sage1_R_80_16_scaffold_10_185	1	Borvo_BovA_addition
Sage1_R_80_16_scaffold_10656_SoFic_201	SoFIC	SoFic	Sage1_R_80_16_scaffold_10656_5	Sage1_R_80_16_scaffold_10656_5	Sage1_R_80_16_scaffold_10656_5	1	SoFic
Sage1_R_80_16_scaffold_14587_CBASS_I_114	CBASS	CBASS_I	Sage1_R_80_16_scaffold_14587_6	Sage1_R_80_16_scaffold_14587_7	Sage1_R_80_16_scaffold_14587_6,Sage1_R_80_16_scaffold_14587_7	2	Cyclase_SMODS,2TM_Gros
Sage1_R_80_16_scaffold_14974_BREX_I_47	BREX	BREX_I	Sage1_R_80_16_scaffold_14974_1	Sage1_R_80_16_scaffold_14974_3	Sage1_R_80_16_scaffold_14974_1,Sage1_R_80_16_scaffold_14974_2,Sage1_R_80_16_scaffold_14974_3	3	pglX1,pglZB,brxL
Sage1_R_80_16_scaffold_15_SoFic_176	SoFIC	SoFic	Sage1_R_80_16_scaffold_15_293	Sage1_R_80_16_scaffold_15_293	Sage1_R_80_16_scaffold_15_293	1	SoFic
Sage1_R_80_16_scaffold_182_CBASS_II_82	CBASS	CBASS_II	Sage1_R_80_16_scaffold_182_100	Sage1_R_80_16_scaffold_182_102	Sage1_R_80_16_scaffold_182_100,Sage1_R_80_16_scaffold_182_101,Sage1_R_80_16_scaffold_182_102	3	AG_E1_ThiF,Cyclase_II,Phospholipase
Sage1_R_80_16_scaffold_2226_SoFic_177	SoFIC	SoFic	Sage1_R_80_16_scaffold_2226_28	Sage1_R_80_16_scaffold_2226_28	Sage1_R_80_16_scaffold_2226_28	1	SoFic
Sage1_R_80_16_scaffold_23395_SoFic_202	SoFIC	SoFic	Sage1_R_80_16_scaffold_23395_6	Sage1_R_80_16_scaffold_23395_6	Sage1_R_80_16_scaffold_23395_6	1	SoFic
Sage1_R_80_16_scaffold_2509_SoFic_203	SoFIC	SoFic	Sage1_R_80_16_scaffold_2509_5	Sage1_R_80_16_scaffold_2509_5	Sage1_R_80_16_scaffold_2509_5	1	SoFic
Sage1_R_80_16_scaffold_27488_SoFic_178	SoFIC	SoFic	Sage1_R_80_16_scaffold_27488_6	Sage1_R_80_16_scaffold_27488_6	Sage1_R_80_16_scaffold_27488_6	1	SoFic
Sage1_R_80_16_scaffold_2935_Borvo_153	Borvo	Borvo	Sage1_R_80_16_scaffold_2935_15	Sage1_R_80_16_scaffold_2935_15	Sage1_R_80_16_scaffold_2935_15	1	Borvo_BovA_addition
Sage1_R_80_16_scaffold_3098_Tiamat_182	Tiamat	Tiamat	Sage1_R_80_16_scaffold_3098_12	Sage1_R_80_16_scaffold_3098_12	Sage1_R_80_16_scaffold_3098_12	1	Tiamat_TmtA_2734769103
Sage1_R_80_16_scaffold_3196_CBASS_II_117	CBASS	CBASS_II	Sage1_R_80_16_scaffold_3196_9	Sage1_R_80_16_scaffold_3196_11	Sage1_R_80_16_scaffold_3196_9,Sage1_R_80_16_scaffold_3196_10,Sage1_R_80_16_scaffold_3196_11	3	1TM_new,E2,Cyclase_SMODS
