TARGET	PFAM	LOCUS	E-VAL	SCORE	BIAS	DESCRIPTION
Phage_integrase	PF00589.22	SAGEDEP_119693	1.50E-13	41.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_119694	7.80E-30	94.8	0.1	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_119719	2.50E-16	51	1.6	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_119749	1.40E-16	51.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_119798	4.20E-38	121.7	0	Phage integrase family
Recombinase	PF07508.13	SAGEDEP_119817	5.00E-11	33.9	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_119818	4.50E-38	121.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_119819	7.90E-22	68.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_119820	4.80E-30	95.5	0	Phage integrase family
Recombinase	PF07508.13	SAGEDEP_119821	1.40E-14	45.4	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_119828	5.30E-13	40	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_119892	2.60E-18	57.3	0.7	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_120388	6.60E-23	72.4	0	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_120388	1.20E-11	36	0	Recombinase
Recombinase	PF07508.13	SAGEDEP_120389	8.10E-15	46.1	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_120391	8.10E-28	88.3	0	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_120392	7.60E-31	98.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_120396	6.20E-21	65.9	0.6	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_120408	7.10E-20	62.6	0.1	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_120408	3.20E-14	44.2	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_120409	5.80E-23	72.6	0.4	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_120427	1.30E-21	68	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_120459	2.50E-30	96.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_120502	9.90E-14	42.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_120564	1.60E-22	71	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_120621	2.10E-34	109.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_120622	1.80E-22	70.9	0	Phage integrase family
DDE_Tnp_1_6	PF13751.6	SAGEDEP_120815	2.20E-13	41.5	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_120909	1.20E-16	51.9	0	Phage integrase family
rve	PF00665.26	SAGEDEP_120974	2.20E-16	51.1	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_121062	8.40E-25	78.4	0	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_121165	1.20E-18	58.5	0	Transposase DDE domain
DDE_Tnp_1_6	PF13751.6	SAGEDEP_121165	2.40E-17	54.3	1.1	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_121166	3.70E-34	108.9	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_121167	7.00E-13	39.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_121169	2.60E-09	28	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_121173	8.00E-28	88.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_121184	5.70E-23	72.5	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_121190	4.10E-16	50.2	0	Phage integrase family
rve	PF00665.26	SAGEDEP_121216	2.10E-14	44.7	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_121272	7.40E-16	49.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_121309	3.20E-25	79.8	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_018281	6.30E-19	59.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_018282	5.60E-32	101.8	0	Phage integrase family
Y1_Tnp	PF01797.16	SAGEDEP_018284	1.60E-44	141.9	0	Transposase IS200 like
Phage_integrase	PF00589.22	SAGEDEP_018287	5.00E-19	59.6	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_018312	5.30E-11	33.8	1.9	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_018317	1.10E-21	68.3	0	Phage integrase family
rve	PF00665.26	SAGEDEP_018336	6.60E-15	46.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_018393	5.50E-13	40.1	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_018480	1.70E-11	35.1	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_018500	4.20E-36	115.2	1.2	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_018500	6.50E-15	46.4	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_018507	1.60E-17	54.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_018542	3.00E-23	73.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_018619	2.40E-37	119.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_018620	3.80E-27	86.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_018621	1.50E-30	97.2	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_018629	1.60E-33	106.8	3.2	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_018629	2.90E-22	70.1	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_018651	2.00E-38	122.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_018690	7.80E-31	98.1	0.3	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_018708	1.10E-16	52	0	Transposase DDE domain
DDE_Tnp_ISL3	PF01610.17	SAGEDEP_018710	1.40E-09	28.9	0	Transposase
rve	PF00665.26	SAGEDEP_018715	4.80E-25	79.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_018786	6.10E-13	40	0	Integrase core domain
rve	PF00665.26	SAGEDEP_018803	3.70E-15	47.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_018811	6.70E-15	46.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_018820	2.50E-12	38	0	Integrase core domain
rve	PF00665.26	SAGEDEP_018839	1.70E-14	45	0	Integrase core domain
rve	PF00665.26	SAGEDEP_018868	1.40E-14	45.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_018872	6.70E-16	49.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_018920	1.10E-12	39.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_018954	2.60E-14	44.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_019000	1.00E-21	68.3	0.1	Integrase core domain
Resolvase	PF00239.21	SAGEDEP_019051	5.70E-31	98.5	0	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_019051	7.00E-11	33.5	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_019128	1.50E-21	67.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019238	4.00E-17	53.5	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019263	1.50E-14	45.1	0.8	Phage integrase family
rve	PF00665.26	SAGEDEP_019331	8.30E-11	33.1	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_019332	2.30E-31	99.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019333	1.30E-20	64.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019334	5.60E-27	85.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019340	1.70E-27	87.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019341	1.30E-22	71.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019342	4.60E-24	76	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019343	6.60E-12	36.5	0.3	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019344	3.60E-09	27.5	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019384	3.80E-24	76.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019387	2.00E-24	77.2	0	Phage integrase family
rve	PF00665.26	SAGEDEP_019422	3.00E-18	57.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_019424	6.80E-19	59.2	0.3	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_019470	1.40E-12	38.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019471	4.00E-21	66.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019492	2.50E-35	112.7	0	Phage integrase family
rve	PF00665.26	SAGEDEP_019573	7.50E-16	49.4	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_019634	1.70E-18	57.9	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019658	5.00E-14	43.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019701	1.50E-19	61.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019704	1.30E-13	42	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019748	1.00E-11	35.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019759	1.60E-22	71	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019782	5.00E-14	43.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019783	2.80E-12	37.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019838	1.20E-22	71.5	1.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019887	8.40E-18	55.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019924	7.70E-14	42.8	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_019974	2.20E-21	67.5	0.4	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_019974	4.70E-17	53.3	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_019978	1.90E-20	64.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_019979	2.00E-21	67.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_016243	1.40E-20	64.7	1.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_016309	6.60E-23	72.3	0	Phage integrase family
DDE_Tnp_1_6	PF13751.6	SAGEDEP_016333	3.80E-09	27.8	0.1	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_016412	4.00E-22	69.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_016442	3.60E-13	40.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_016467	3.20E-18	57	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_016468	6.70E-22	69	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_016469	2.60E-32	102.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_016497	3.00E-17	53.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_016597	2.40E-11	34.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_016600	3.70E-22	69.8	0.2	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_016664	1.30E-27	87.6	0	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_016664	1.70E-18	57.9	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_016675	2.40E-43	138.7	0.5	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_016765	1.10E-11	35.7	0	Phage integrase family
rve	PF00665.26	SAGEDEP_016789	7.90E-24	75.1	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_016807	3.70E-18	56.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_016905	1.50E-16	51.6	0	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_016910	2.60E-13	41	0.5	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_016923	1.50E-33	106.9	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_016963	8.20E-23	72	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017077	8.30E-43	137.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017078	3.40E-09	27.6	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017092	6.50E-24	75.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017097	8.60E-18	55.6	0.3	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017152	2.30E-13	41.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017153	2.40E-26	83.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017154	2.40E-28	90	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017155	1.70E-30	97	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_017191	1.20E-29	94.2	0.8	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_017191	1.70E-27	86.8	0.1	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_017192	2.70E-19	60.5	0	Phage integrase family
DDE_Tnp_1_7	PF13843.6	SAGEDEP_017274	1.30E-40	130.6	0	Transposase IS4
Phage_integrase	PF00589.22	SAGEDEP_017306	5.10E-31	98.7	0.5	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017328	2.90E-16	50.6	0.1	Phage integrase family
Recombinase	PF07508.13	SAGEDEP_017393	7.80E-12	36.6	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_017393	4.80E-10	30.7	0.7	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_017426	1.50E-26	84.2	0	Phage integrase family
rve	PF00665.26	SAGEDEP_017434	7.20E-12	36.5	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_017455	3.00E-14	44.1	0	Phage integrase family
DDE_Tnp_IS66	PF03050.14	SAGEDEP_017464	1.20E-53	173.3	2.6	Transposase IS66 family
Phage_integrase	PF00589.22	SAGEDEP_017471	4.70E-24	76	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017554	1.80E-21	67.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017556	2.40E-43	138.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017614	4.40E-24	76.1	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017620	2.60E-13	41	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017655	1.80E-19	61.1	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017666	3.80E-18	56.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017678	2.80E-23	73.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017729	6.30E-15	46.3	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_017748	7.10E-24	75.5	0.2	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_017748	2.20E-18	57.6	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_017770	1.20E-24	78	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_017786	4.20E-22	69.7	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_017879	6.80E-25	78.8	0	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_018044	2.70E-18	57.2	0.1	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_018051	2.60E-43	138.6	0	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_018072	4.80E-17	53.2	0.1	Phage integrase family
rve	PF00665.26	SAGEDEP_140179	1.80E-17	54.6	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_140271	5.50E-19	59.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_140298	1.90E-27	87	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_140336	9.00E-20	62.1	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_140361	6.30E-52	166.5	0.3	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_140399	8.80E-21	65.4	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_140419	1.90E-17	54.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_140420	1.20E-15	48.7	0	Phage integrase family
DDE_Tnp_ISL3	PF01610.17	SAGEDEP_140449	5.00E-22	69.7	0.1	Transposase
Phage_integrase	PF00589.22	SAGEDEP_140461	2.00E-13	41.4	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_140499	2.30E-21	67.3	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_140643	3.40E-24	76.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_140702	5.10E-22	69.4	0	Phage integrase family
rve	PF00665.26	SAGEDEP_140728	4.40E-23	72.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_140770	7.90E-15	46.1	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_140845	1.70E-18	57.9	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_140901	6.40E-24	75.7	0.2	"Resolvase, N terminal domain"
rve	PF00665.26	SAGEDEP_140924	2.90E-13	41.1	0	Integrase core domain
Resolvase	PF00239.21	SAGEDEP_140978	4.70E-22	69.6	0.2	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_140978	1.50E-13	42.1	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_141058	1.30E-09	29	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_141131	3.90E-45	144.6	0.3	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_141147	5.90E-26	82.2	0	Phage integrase family
rve	PF00665.26	SAGEDEP_141432	1.20E-25	81	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_141434	1.40E-09	28.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_141453	1.50E-10	32	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_141454	1.80E-12	38.3	0.1	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_141461	1.50E-32	103.7	5.4	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_141461	1.20E-25	80.9	0.1	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_141519	1.20E-09	29.1	0	Phage integrase family
rve	PF00665.26	SAGEDEP_141569	1.10E-13	42.4	0	Integrase core domain
Resolvase	PF00239.21	SAGEDEP_141595	1.40E-20	64.9	0	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_141595	1.50E-16	51.7	0	Recombinase
rve	PF00665.26	SAGEDEP_141628	1.70E-12	38.6	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_141688	1.00E-09	29.4	0	Phage integrase family
DDE_Tnp_1_4	PF13701.6	SAGEDEP_141690	9.10E-51	163.3	0	Transposase DDE domain group 1
DDE_Tnp_1	PF01609.21	SAGEDEP_141690	8.00E-08	23.1	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_141702	1.10E-37	120.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_141732	2.10E-28	90.2	0.6	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_141758	9.60E-21	65.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_141881	5.90E-27	85.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_141912	9.20E-27	84.8	0	Phage integrase family
rve	PF00665.26	SAGEDEP_141945	4.10E-29	92.2	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_142024	2.20E-10	31.5	0	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_142347	8.90E-12	36	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_142365	8.80E-25	78.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_142380	2.80E-31	99.5	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_142381	2.50E-33	106.2	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_142387	6.70E-27	85.3	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_142413	1.50E-37	119.9	0.1	"Resolvase, N terminal domain"
rve	PF00665.26	SAGEDEP_142457	1.40E-27	87.2	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_142505	8.00E-18	55.7	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_142506	9.20E-26	81.6	0	Phage integrase family
rve	PF00665.26	SAGEDEP_142535	4.00E-21	66.4	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_142544	7.60E-16	49.3	0.5	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_142561	5.50E-26	82.3	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_142626	1.90E-35	113.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_142642	5.80E-23	72.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_142772	4.30E-14	43.6	0	Phage integrase family
rve	PF00665.26	SAGEDEP_055261	1.60E-14	45.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_055284	1.20E-15	48.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_055324	9.10E-15	45.9	0	Integrase core domain
rve	PF00665.26	SAGEDEP_055340	2.10E-13	41.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_055347	7.70E-14	42.9	0	Integrase core domain
rve	PF00665.26	SAGEDEP_055367	1.50E-14	45.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_055381	1.20E-15	48.8	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_055404	8.50E-26	81.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_055436	1.20E-34	110.5	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_055444	8.20E-11	32.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_055458	8.40E-27	85	0	Phage integrase family
Recombinase	PF07508.13	SAGEDEP_055462	3.40E-17	53.8	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_055477	2.30E-26	83.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_055480	2.20E-19	60.8	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_055481	2.20E-44	142.1	0.2	"Resolvase, N terminal domain"
DDE_Tnp_IS1595	PF12762.7	SAGEDEP_055516	3.50E-51	164.2	1	ISXO2-like transposase domain
Phage_integrase	PF00589.22	SAGEDEP_055582	1.40E-35	113.6	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_055583	1.40E-37	120.1	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_055760	3.20E-12	37.5	0.1	Phage integrase family
rve	PF00665.26	SAGEDEP_055871	9.80E-17	52.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_055881	1.00E-13	42.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_055896	9.70E-16	49	0	Integrase core domain
rve	PF00665.26	SAGEDEP_055909	4.90E-16	50	0	Integrase core domain
rve	PF00665.26	SAGEDEP_055932	3.30E-16	50.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_055944	1.10E-14	45.7	0	Integrase core domain
Recombinase	PF07508.13	SAGEDEP_055973	6.50E-21	65.7	2.4	Recombinase
Resolvase	PF00239.21	SAGEDEP_055973	3.10E-14	44.3	3.1	"Resolvase, N terminal domain"
Resolvase	PF00239.21	SAGEDEP_056019	1.20E-22	71.6	3.5	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_056019	3.40E-21	66.6	0.2	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_056291	2.50E-31	99.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_056472	1.80E-10	31.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_056476	3.40E-10	30.9	0.3	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_056612	1.10E-10	32.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_056619	1.40E-09	28.9	0	Phage integrase family
Y1_Tnp	PF01797.16	SAGEDEP_056625	2.30E-37	118.8	2	Transposase IS200 like
Resolvase	PF00239.21	SAGEDEP_056653	1.40E-41	133	0.1	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_056653	1.20E-16	52	0	Recombinase
rve	PF00665.26	SAGEDEP_056736	4.20E-21	66.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_056743	1.80E-12	38.5	0.2	Integrase core domain
rve	PF00665.26	SAGEDEP_056747	1.80E-13	41.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_056752	2.00E-15	48	0	Integrase core domain
rve	PF00665.26	SAGEDEP_056774	8.10E-13	39.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_056805	2.30E-16	51.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_056819	5.10E-12	37	0	Integrase core domain
rve	PF00665.26	SAGEDEP_056821	6.50E-24	75.4	0.1	Integrase core domain
rve	PF00665.26	SAGEDEP_056829	2.10E-13	41.5	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_056851	1.30E-21	68	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_056963	1.20E-22	71.5	0.1	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_057017	1.10E-24	78.1	1.5	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_057079	8.50E-22	68.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_057082	6.10E-10	30.1	0	Phage integrase family
