Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
DNA_vOTU_10083,,Singleton,,,,,,,
DNA_vOTU_10084,preVC_422,Clustered,VC_422_0,2,0.634,0.72985431,2.828427125,0.4627,1
DNA_vOTU_10085,,Singleton,,,,,,,
DNA_vOTU_10086,preVC_423,Clustered,VC_423_0,31,0.601,1,4.144600506,0.601,0.9957
DNA_vOTU_10087,preVC_425,Clustered,VC_425_0,3,1,1,1.989372928,1,1
DNA_vOTU_10088,,Singleton,,,,,,,
DNA_vOTU_10089,,Singleton,,,,,,,
DNA_vOTU_1009,,Singleton,,,,,,,
DNA_vOTU_10090,preVC_355,Clustered,VC_355_0,65,0.8785,0.59171551,2.046027503,0.5198,1
DNA_vOTU_10091,,Outlier,,,,,,,
DNA_vOTU_10092,,Outlier,,,,,,,
DNA_vOTU_10093,,Singleton,,,,,,,
DNA_vOTU_10094,preVC_436,Clustered,VC_436_0,4,0.6595,0.80436636,4.419867118,0.5305,1
DNA_vOTU_10095,preVC_438,Clustered,VC_438_0,7,0.8826,0.99993893,1.738742012,0.8826,1
DNA_vOTU_10096,,Singleton,,,,,,,
DNA_vOTU_10097,,Singleton,,,,,,,
DNA_vOTU_10098,preVC_440,Clustered,VC_440_0,3,0.6704,0.96662349,4.332748308,0.648,1
DNA_vOTU_10099,,Singleton,,,,,,,
DNA_vOTU_101,,Outlier,,,,,,,
DNA_vOTU_1010,preVC_444,Clustered,VC_444_0,3,0.5175,0.58761095,1.577350269,0.3041,1
DNA_vOTU_10100,,Singleton,,,,,,,
DNA_vOTU_10101,,Singleton,,,,,,,
DNA_vOTU_10102,preVC_446,Clustered,VC_446_0,2,1,1,1,1,1
DNA_vOTU_10103,,Singleton,,,,,,,
DNA_vOTU_10104,preVC_447,Clustered,VC_447_0,3,0.5616,0.66873971,2.875459758,0.3756,1
DNA_vOTU_10105,preVC_449,Clustered,VC_449_0,3,0.6708,0.94419412,3.28356957,0.6334,1
DNA_vOTU_10106,preVC_451,Clustered,VC_451_0,5,0.6545,0.52441487,2.937126855,0.3432,1
DNA_vOTU_10107,preVC_452,Clustered,VC_452_0,2,1,1,1.414213562,1,1
DNA_vOTU_10108,preVC_454,Clustered,VC_454_0,3,0.0691,0.98630666,1.382088123,0.0682,1
DNA_vOTU_10109,,Singleton,,,,,,,
DNA_vOTU_1011,,Overlap (VC_429/VC_1301),,,,,,,
DNA_vOTU_10110,,Singleton,,,,,,,
DNA_vOTU_10111,preVC_413,Clustered,VC_413_0,2,1,1,0,1,1
DNA_vOTU_10112,,Overlap (VC_461/VC_463),,,,,,,
DNA_vOTU_10113,,Singleton,,,,,,,
DNA_vOTU_10114,preVC_465,Clustered,VC_465_0,15,0.6512,1,4.590764405,0.6512,1
DNA_vOTU_10115,preVC_469,Clustered,VC_469_0,2,0.8253,0.5,2.828427125,0.4126,1
DNA_vOTU_10116,preVC_470,Clustered,VC_470_0,2,1,1,2,1,1
DNA_vOTU_10117,,Singleton,,,,,,,
DNA_vOTU_10118,,Singleton,,,,,,,
DNA_vOTU_10119,,Singleton,,,,,,,
DNA_vOTU_1012,,Singleton,,,,,,,
DNA_vOTU_10120,,Singleton,,,,,,,
DNA_vOTU_10121,,Singleton,,,,,,,
DNA_vOTU_10122,preVC_471,Clustered,VC_471_0,2,1,1,2.236067977,1,1
DNA_vOTU_10123,,Singleton,,,,,,,
DNA_vOTU_10124,preVC_430,Clustered,VC_430_0,24,0.8333,1,1.667150638,0.8333,1
DNA_vOTU_10125,,Singleton,,,,,,,
DNA_vOTU_10126,preVC_473,Clustered,VC_473_0,8,0.9104,0.91634216,3.740683207,0.8343,1
DNA_vOTU_10127,preVC_475,Clustered,VC_475_0,3,0.1621,0.99712934,2.816496581,0.1617,1
DNA_vOTU_10128,,Singleton,,,,,,,
DNA_vOTU_10129,preVC_480,Clustered,VC_480_0,2,1,1,1.732050808,1,1
DNA_vOTU_1013,preVC_481,Clustered,VC_481_0,2,1,1,1.414213562,1,1
DNA_vOTU_10130,preVC_482,Clustered,VC_482_0,4,1,1,1.902934755,1,1
DNA_vOTU_10131,preVC_423,Clustered,VC_423_0,31,0.601,1,4.144600506,0.601,0.9957
DNA_vOTU_10132,,Singleton,,,,,,,
DNA_vOTU_10133,,Overlap (VC_484/VC_1211),,,,,,,
DNA_vOTU_10134,,Outlier,,,,,,,
DNA_vOTU_10135,preVC_492,Clustered,VC_492_0,3,0.7291,0.70205845,8.079702563,0.5119,1
DNA_vOTU_10136,,Outlier,,,,,,,
DNA_vOTU_10137,,Outlier,,,,,,,
DNA_vOTU_10138,,Singleton,,,,,,,
DNA_vOTU_10139,preVC_498,Clustered,VC_498_0,11,0.756,0.9995709,2.796976136,0.7557,1
DNA_vOTU_1014,preVC_500,Clustered,VC_500_0,12,0.5756,1,2.929750507,0.5756,1
DNA_vOTU_10140,preVC_506,Clustered,VC_506_0,2,0.2491,0.93846104,3.16227766,0.2338,1
DNA_vOTU_10141,,Singleton,,,,,,,
DNA_vOTU_10142,,Singleton,,,,,,,
DNA_vOTU_10143,preVC_512,Clustered,VC_512_0,26,0.8207,0.99376691,2.018183966,0.8156,1
DNA_vOTU_10144,,Outlier,,,,,,,
DNA_vOTU_10145,,Singleton,,,,,,,
DNA_vOTU_10146,preVC_516,Clustered,VC_516_0,4,0.2825,0.72041133,2.218951416,0.2036,1
DNA_vOTU_10147,,Singleton,,,,,,,
DNA_vOTU_10148,,Singleton,,,,,,,
DNA_vOTU_10149,,Singleton,,,,,,,
DNA_vOTU_1015,,Singleton,,,,,,,
DNA_vOTU_10150,,Singleton,,,,,,,
DNA_vOTU_10151,,Outlier,,,,,,,
DNA_vOTU_10152,,Singleton,,,,,,,
DNA_vOTU_10153,preVC_518,Clustered,VC_518_0,6,0.9095,0.99895827,1.728772892,0.9086,1
DNA_vOTU_10154,preVC_519,Clustered,VC_519_0,6,0.487,0.99993545,4.190216777,0.487,1
DNA_vOTU_10155,,Outlier,,,,,,,
DNA_vOTU_10156,,Singleton,,,,,,,
DNA_vOTU_10157,,Singleton,,,,,,,
DNA_vOTU_10158,,Singleton,,,,,,,
DNA_vOTU_10159,,Singleton,,,,,,,
DNA_vOTU_1016,preVC_523,Clustered,VC_523_0,2,0.1216,0.5,3.872983346,0.0608,1
DNA_vOTU_10160,,Singleton,,,,,,,
DNA_vOTU_10161,,Singleton,,,,,,,
DNA_vOTU_10162,,Singleton,,,,,,,
DNA_vOTU_10163,preVC_409,Clustered,VC_409_0,3,1,1,1.382088123,1,1
DNA_vOTU_10164,preVC_524,Clustered,VC_524_0,3,0.7628,0.72985431,3.798053317,0.5568,1
DNA_vOTU_10165,preVC_525,Clustered,VC_525_0,59,0.7333,1,1.472279113,0.7333,1
DNA_vOTU_10166,preVC_535,Clustered,VC_535_0,4,1,1,2.585252723,1,1
DNA_vOTU_10167,preVC_536,Clustered,VC_536_0,2,1,1,1,1,1
DNA_vOTU_10168,,Singleton,,,,,,,
DNA_vOTU_10169,preVC_537,Clustered,VC_537_0,2,1,1,1.414213562,1,1
DNA_vOTU_1017,preVC_538,Clustered,VC_538_0,2,0.3598,0.92660346,2.828427125,0.3334,1
DNA_vOTU_10170,,Singleton,,,,,,,
DNA_vOTU_10171,preVC_542,Clustered,VC_542_0,2,1,1,1,1,1
DNA_vOTU_10172,preVC_544,Clustered,VC_544_0,9,0.3337,0.99999993,3.868991505,0.3337,1
DNA_vOTU_10173,preVC_548,Clustered,VC_548_0,13,0.7577,0.976749,1.762578548,0.7401,1
DNA_vOTU_10174,,Singleton,,,,,,,
DNA_vOTU_10175,preVC_550,Clustered,VC_550_0,4,0.8118,0.99289298,2.404425014,0.806,1
DNA_vOTU_10176,preVC_552,Clustered,VC_552_0,4,0.6867,0.99083594,2.328341216,0.6804,1
DNA_vOTU_10177,,Outlier,,,,,,,
DNA_vOTU_10178,,Singleton,,,,,,,
DNA_vOTU_10179,,Singleton,,,,,,,
DNA_vOTU_1018,,Outlier,,,,,,,
DNA_vOTU_10180,preVC_559,Clustered,VC_559_0,3,0.4102,0.93045664,2.443769677,0.3817,1
DNA_vOTU_10181,preVC_560,Clustered,VC_560_0,2,0.576,0.81445332,7.874007874,0.4692,1
DNA_vOTU_10182,,Outlier,,,,,,,
DNA_vOTU_10183,,Outlier,,,,,,,
DNA_vOTU_10184,preVC_439,Clustered,VC_439_0,5,0.4279,0.99999964,7.82039141,0.4279,1
DNA_vOTU_10185,preVC_575,Clustered,VC_575_0,3,0.6264,0.99287596,5.339206582,0.6219,1
DNA_vOTU_10186,,Singleton,,,,,,,
DNA_vOTU_10187,,Singleton,,,,,,,
DNA_vOTU_10188,,Outlier,,,,,,,
DNA_vOTU_10189,,Singleton,,,,,,,
DNA_vOTU_1019,preVC_579,Clustered,VC_579_0,5,0.3952,0.99918682,3.421824624,0.3948,1
DNA_vOTU_10190,,Overlap (VC_516/VC_581),,,,,,,
DNA_vOTU_10191,,Singleton,,,,,,,
DNA_vOTU_10192,,Singleton,,,,,,,
DNA_vOTU_10193,,Singleton,,,,,,,
DNA_vOTU_10194,,Outlier,,,,,,,
DNA_vOTU_10195,,Outlier,,,,,,,
DNA_vOTU_10196,preVC_583,Clustered,VC_583_0,2,1,1,2.645751311,1,1
DNA_vOTU_102,preVC_431,Clustered,VC_431_0,9,0.5106,0.99999997,6.007581598,0.5106,1
DNA_vOTU_1020,,Singleton,,,,,,,
DNA_vOTU_1021,,Singleton,,,,,,,
DNA_vOTU_1022,,Singleton,,,,,,,
DNA_vOTU_1023,,Singleton,,,,,,,
DNA_vOTU_1024,,Singleton,,,,,,,
DNA_vOTU_1025,,Singleton,,,,,,,
DNA_vOTU_1026,preVC_586,Clustered,VC_586_0,2,0.1719,0.85186506,7.211102551,0.1464,1
DNA_vOTU_1027,,Singleton,,,,,,,
DNA_vOTU_1028,,Outlier,,,,,,,
DNA_vOTU_1029,preVC_417,Clustered,VC_417_0,5,0.7818,0.98688791,4.879071229,0.7715,1
DNA_vOTU_103,preVC_595,Clustered,VC_595_0,3,0.6512,0.99287596,4.319369728,0.6465,1
DNA_vOTU_1030,preVC_598,Clustered,VC_598_0,2,0.6979,0.5,3.16227766,0.3489,1
DNA_vOTU_1031,preVC_599,Clustered,VC_599_0,3,0.6874,0.92554266,3.727129268,0.6362,1
DNA_vOTU_1032,,Singleton,,,,,,,
DNA_vOTU_1033,,Singleton,,,,,,,
DNA_vOTU_1034,preVC_600,Clustered,VC_600_0,2,0.4585,0.72985431,1,0.3346,1
DNA_vOTU_1035,,Singleton,,,,,,,
DNA_vOTU_1036,,Singleton,,,,,,,
DNA_vOTU_1037,preVC_602,Clustered,VC_602_0,2,0.0985,0.5767747,3.464101615,0.0568,1
DNA_vOTU_1038,,Singleton,,,,,,,
DNA_vOTU_1039,preVC_603,Clustered,VC_603_0,3,0.7632,0.92554266,2.402076414,0.7063,1
DNA_vOTU_104,preVC_605,Clustered,VC_605_0,2,1,1,3.464101615,1,1
DNA_vOTU_1040,preVC_423,Clustered,VC_423_0,31,0.601,1,4.144600506,0.601,0.9957
DNA_vOTU_1041,preVC_606,Clustered,VC_606_0,3,0.9103,0.81445332,2.443769677,0.7414,1
DNA_vOTU_1042,,Singleton,,,,,,,
DNA_vOTU_1043,,Outlier,,,,,,,
DNA_vOTU_1044,,Singleton,,,,,,,
DNA_vOTU_1045,,Overlap (VC_610/VC_743),,,,,,,
DNA_vOTU_1046,preVC_610,Clustered,VC_610_0,6,0.6988,0.99998302,3.732069189,0.6988,1
DNA_vOTU_1047,preVC_611,Clustered,VC_611_0,3,1,1,3.597625781,1,1
DNA_vOTU_1048,preVC_612,Clustered,VC_612_0,2,1,1,3.31662479,1,1
DNA_vOTU_1049,,Singleton,,,,,,,
DNA_vOTU_105,preVC_423,Clustered,VC_423_0,31,0.601,1,4.144600506,0.601,0.9957
DNA_vOTU_1050,,Singleton,,,,,,,
DNA_vOTU_1051,preVC_613,Clustered,VC_613_0,3,0.9152,0.81445332,3.902035869,0.7454,1
DNA_vOTU_1052,preVC_614,Clustered,VC_614_0,4,0.7544,0.9396546,4.44041194,0.7088,1
DNA_vOTU_1053,,Singleton,,,,,,,
DNA_vOTU_1054,,Singleton,,,,,,,
DNA_vOTU_1055,preVC_310,Clustered,VC_310_0,9,0.7418,0.99998389,3.634438944,0.7418,1
DNA_vOTU_1056,,Outlier,,,,,,,
DNA_vOTU_1057,,Outlier,,,,,,,
DNA_vOTU_1058,,Singleton,,,,,,,
DNA_vOTU_1059,,Overlap (VC_622/VC_625),,,,,,,
DNA_vOTU_106,preVC_433,Clustered,VC_433_0,53,0.6672,1,4.409454447,0.6672,0.9956
DNA_vOTU_1060,,Outlier,,,,,,,
DNA_vOTU_1061,,Outlier,,,,,,,
DNA_vOTU_1062,preVC_628,Clustered,VC_628_0,7,0.6827,0.99376896,1.903095492,0.6785,1
DNA_vOTU_1063,,Singleton,,,,,,,
DNA_vOTU_1064,preVC_629,Clustered,VC_629_0,11,0.6922,1,3.997142964,0.6922,1
DNA_vOTU_1065,preVC_465,Clustered,VC_465_0,15,0.6512,1,4.590764405,0.6512,1
DNA_vOTU_1066,preVC_632,Clustered,VC_632_0,2,0.0584,0.77337265,3.464101615,0.0452,1
DNA_vOTU_1067,,Outlier,,,,,,,
DNA_vOTU_1068,,Singleton,,,,,,,
DNA_vOTU_1069,preVC_633,Clustered,VC_633_0,7,0.3744,0.50873022,2.66071144,0.1905,1
DNA_vOTU_107,,Singleton,,,,,,,
DNA_vOTU_1070,,Singleton,,,,,,,
DNA_vOTU_1071,preVC_635,Clustered,VC_635_0,3,0.7307,0.80676188,2.561852573,0.5895,1
DNA_vOTU_1072,,Singleton,,,,,,,
DNA_vOTU_1073,preVC_636,Clustered,VC_636_0,2,1,1,1,1,1
DNA_vOTU_1074,preVC_414,Clustered,VC_414_0,11,0.7321,1,4.064108666,0.7321,1
DNA_vOTU_1075,preVC_545,Clustered,VC_545_0,8,0.5709,1,4.05136363,0.5709,1
DNA_vOTU_1076,,Overlap (VC_639/VC_640),,,,,,,
DNA_vOTU_1077,preVC_641,Clustered,VC_641_0,3,0.8062,0.72985431,3.142159239,0.5884,1
DNA_vOTU_1078,preVC_643,Clustered,VC_643_0,22,0.7171,1,3.596476314,0.7171,1
DNA_vOTU_1079,preVC_433,Clustered,VC_433_0,53,0.6672,1,4.409454447,0.6672,0.9956
DNA_vOTU_108,,Singleton,,,,,,,
DNA_vOTU_1080,,Singleton,,,,,,,
DNA_vOTU_1081,preVC_644,Clustered,VC_644_0,2,1,1,1.414213562,1,1
DNA_vOTU_1082,,Singleton,,,,,,,
DNA_vOTU_1083,,Singleton,,,,,,,
DNA_vOTU_1084,preVC_645,Clustered,VC_645_0,2,0.5828,0.5,2.236067977,0.2914,1
DNA_vOTU_1085,,Singleton,,,,,,,
DNA_vOTU_1086,preVC_544,Clustered,VC_544_0,9,0.3337,0.99999993,3.868991505,0.3337,1
DNA_vOTU_1087,,Outlier,,,,,,,
DNA_vOTU_1088,,Singleton,,,,,,,
DNA_vOTU_1089,,Singleton,,,,,,,
DNA_vOTU_109,,Overlap (VC_401/VC_435),,,,,,,
DNA_vOTU_1090,preVC_648,Clustered,VC_648_0,3,0.756,0.92554266,4.275892138,0.6998,1
DNA_vOTU_1091,,Singleton,,,,,,,
DNA_vOTU_1092,,Outlier,,,,,,,
DNA_vOTU_1093,,Outlier,,,,,,,
DNA_vOTU_1094,,Outlier,,,,,,,
DNA_vOTU_1095,,Overlap (VC_383/VC_652),,,,,,,
DNA_vOTU_1096,,Outlier,,,,,,,
DNA_vOTU_1097,preVC_656,Clustered,VC_656_0,3,0.339,0.86637125,3.864783602,0.2937,1
DNA_vOTU_1098,,Singleton,,,,,,,
DNA_vOTU_1099,preVC_657,Clustered,VC_657_0,7,0.9832,0.99738258,0.968686514,0.9806,1
DNA_vOTU_11,preVC_369,Clustered,VC_369_0,15,0.8604,1,3.217884122,0.8604,1
DNA_vOTU_110,preVC_660,Clustered,VC_660_0,5,0.5013,0.96860142,4.342449717,0.4856,1
DNA_vOTU_1100,,Singleton,,,,,,,
DNA_vOTU_1101,preVC_661,Clustered,VC_661_0,3,1,1,3.612600465,1,1
DNA_vOTU_1102,preVC_662,Clustered,VC_662_0,6,0.6193,0.99976284,5.31524068,0.6191,1
DNA_vOTU_1103,preVC_663,Clustered,VC_663_0,3,1,1,1.626105059,1,1
DNA_vOTU_1104,preVC_664,Clustered,VC_664_0,3,1,1,4.24447771,1,1
DNA_vOTU_1105,,Singleton,,,,,,,
DNA_vOTU_1106,,Singleton,,,,,,,
DNA_vOTU_1107,,Singleton,,,,,,,
DNA_vOTU_1108,preVC_666,Clustered,VC_666_0,2,0.5519,0.5,2,0.2759,1
DNA_vOTU_1109,preVC_673,Clustered/Singleton,VC_673_0,1,0,1,0,0,1
DNA_vOTU_111,,Overlap (VC_593/VC_675),,,,,,,
DNA_vOTU_1110,,Overlap (VC_458/VC_461),,,,,,,
DNA_vOTU_1111,,Outlier,,,,,,,
DNA_vOTU_1112,preVC_694,Clustered,VC_694_0,6,0.6651,0.99989357,2.157409448,0.6651,1
DNA_vOTU_1113,preVC_514,Clustered,VC_514_0,4,0.6366,0.97742445,4.29446135,0.6222,1
DNA_vOTU_1114,preVC_696,Clustered,VC_696_0,2,0.1481,0.5,4.358898944,0.0741,1
DNA_vOTU_1115,preVC_697,Clustered,VC_697_0,2,1,1,3.31662479,1,1
DNA_vOTU_1116,,Singleton,,,,,,,
DNA_vOTU_1117,,Outlier,,,,,,,
DNA_vOTU_1118,preVC_699,Clustered,VC_699_0,3,0.8748,0.93067968,2.781973635,0.8141,1
DNA_vOTU_1119,preVC_691,Clustered,VC_691_0,7,0.439,1,0.882627116,0.439,1
DNA_vOTU_112,,Singleton,,,,,,,
DNA_vOTU_1120,,Singleton,,,,,,,
DNA_vOTU_1121,,Singleton,,,,,,,
DNA_vOTU_1122,,Outlier,,,,,,,
DNA_vOTU_1123,,Singleton,,,,,,,
DNA_vOTU_1124,preVC_355,Clustered,VC_355_0,65,0.8785,0.59171551,2.046027503,0.5198,1
DNA_vOTU_1125,preVC_482,Clustered,VC_482_0,4,1,1,1.902934755,1,1
DNA_vOTU_1126,preVC_702,Clustered,VC_702_0,2,1,1,1,1,1
DNA_vOTU_1127,,Singleton,,,,,,,
DNA_vOTU_1128,,Outlier,,,,,,,
DNA_vOTU_1129,,Singleton,,,,,,,
DNA_vOTU_113,preVC_423,Clustered,VC_423_0,31,0.601,1,4.144600506,0.601,0.9957
DNA_vOTU_1130,,Singleton,,,,,,,
DNA_vOTU_1131,preVC_703,Clustered,VC_703_0,9,0.6427,1,3.696475094,0.6427,1
DNA_vOTU_1132,preVC_706,Clustered,VC_706_0,2,1,1,0,1,1
DNA_vOTU_1133,,Singleton,,,,,,,
DNA_vOTU_1134,preVC_707,Clustered,VC_707_0,3,0.7492,0.90478487,4.018237217,0.6779,1
DNA_vOTU_1135,preVC_708,Clustered,VC_708_0,3,1,1,2.265515303,1,1
DNA_vOTU_1136,,Singleton,,,,,,,
DNA_vOTU_1137,,Singleton,,,,,,,
DNA_vOTU_1138,,Singleton,,,,,,,
DNA_vOTU_1139,,Singleton,,,,,,,
DNA_vOTU_114,,Singleton,,,,,,,
DNA_vOTU_1140,,Outlier,,,,,,,
DNA_vOTU_1141,,Singleton,,,,,,,
DNA_vOTU_1142,preVC_710,Clustered,VC_710_0,2,1,1,1.414213562,1,1
DNA_vOTU_1143,preVC_711,Clustered,VC_711_0,8,0.9364,0.5550515,0,0.5198,1
DNA_vOTU_1144,,Singleton,,,,,,,
DNA_vOTU_1145,preVC_711,Clustered,VC_711_0,8,0.9364,0.5550515,0,0.5198,1
DNA_vOTU_1146,,Singleton,,,,,,,
DNA_vOTU_1147,,Outlier,,,,,,,
DNA_vOTU_1148,,Overlap (VC_458/VC_526),,,,,,,
DNA_vOTU_1149,preVC_457,Clustered,VC_457_0,122,0.5016,1,2.334479753,0.5016,1
DNA_vOTU_115,preVC_725,Clustered,VC_725_0,3,1,0,0,0,1
DNA_vOTU_1150,preVC_457,Clustered,VC_457_0,122,0.5016,1,2.334479753,0.5016,1
DNA_vOTU_1151,preVC_457,Clustered,VC_457_0,122,0.5016,1,2.334479753,0.5016,1
DNA_vOTU_1152,preVC_457,Clustered,VC_457_0,122,0.5016,1,2.334479753,0.5016,1
DNA_vOTU_1153,,Outlier,,,,,,,
DNA_vOTU_1154,,Overlap (VC_687/VC_733),,,,,,,
DNA_vOTU_1155,preVC_641,Clustered,VC_641_0,3,0.8062,0.72985431,3.142159239,0.5884,1
DNA_vOTU_1156,,Singleton,,,,,,,
DNA_vOTU_1157,preVC_643,Clustered,VC_643_0,22,0.7171,1,3.596476314,0.7171,1
DNA_vOTU_1158,preVC_659,Clustered,VC_659_0,2,0.4499,0.92948418,3.605551275,0.4182,1
DNA_vOTU_1159,preVC_304,Clustered,VC_304_0,3,0.551,0.99363432,5.302023797,0.5475,1
DNA_vOTU_116,,Outlier,,,,,,,
DNA_vOTU_1160,,Singleton,,,,,,,
DNA_vOTU_1161,preVC_643,Clustered,VC_643_0,22,0.7171,1,3.596476314,0.7171,1
DNA_vOTU_1162,preVC_433,Clustered,VC_433_0,53,0.6672,1,4.409454447,0.6672,0.9956
DNA_vOTU_1163,preVC_733,Clustered,VC_733_0,2,0.5141,0.87921671,2.645751311,0.452,1
DNA_vOTU_1164,preVC_630,Clustered,VC_630_0,6,0.67,0.99904312,3.924109024,0.6694,1
DNA_vOTU_1165,,Outlier,,,,,,,
DNA_vOTU_1166,preVC_737,Clustered,VC_737_0,2,1,1,2,1,1
DNA_vOTU_1167,,Singleton,,,,,,,
DNA_vOTU_1168,preVC_738,Clustered,VC_738_0,2,0.387,0.88261817,4.472135955,0.3416,1
DNA_vOTU_1169,,Singleton,,,,,,,
DNA_vOTU_117,,Singleton,,,,,,,
DNA_vOTU_1170,preVC_739,Clustered,VC_739_0,13,0.8647,0.9938689,1.874526668,0.8594,1
DNA_vOTU_1171,,Outlier,,,,,,,
DNA_vOTU_1172,,Singleton,,,,,,,
DNA_vOTU_1173,,Singleton,,,,,,,
DNA_vOTU_1174,preVC_650,Clustered,VC_650_0,3,0.4042,0.99756759,2.654125367,0.4032,1
DNA_vOTU_1175,preVC_369,Clustered,VC_369_0,15,0.8604,1,3.217884122,0.8604,1
DNA_vOTU_1176,preVC_429,Clustered,VC_429_0,20,0.8053,0.99845445,2.161010587,0.8041,1
DNA_vOTU_1177,preVC_355,Clustered,VC_355_0,65,0.8785,0.59171551,2.046027503,0.5198,1
DNA_vOTU_1178,preVC_745,Clustered,VC_745_0,2,1,1,2.449489743,1,1
DNA_vOTU_1179,,Singleton,,,,,,,
DNA_vOTU_118,preVC_512,Clustered,VC_512_0,26,0.8207,0.99376691,2.018183966,0.8156,1
DNA_vOTU_1180,preVC_84,Clustered,VC_84_0,9,0.4948,0.99703856,3.340486225,0.4934,1
DNA_vOTU_1181,,Overlap (VC_516/VC_581),,,,,,,
DNA_vOTU_1182,preVC_430,Clustered,VC_430_0,24,0.8333,1,1.667150638,0.8333,1
DNA_vOTU_1183,,Outlier,,,,,,,
DNA_vOTU_1184,,Singleton,,,,,,,
DNA_vOTU_1185,,Outlier,,,,,,,
DNA_vOTU_1186,preVC_754,Clustered,VC_754_0,2,1,1,1.732050808,1,1
DNA_vOTU_1187,preVC_755,Clustered,VC_755_0,2,0.8447,0.5,3,0.4224,1
DNA_vOTU_1188,,Singleton,,,,,,,
DNA_vOTU_1189,,Singleton,,,,,,,
DNA_vOTU_119,,Singleton,,,,,,,
DNA_vOTU_1190,preVC_756,Clustered,VC_756_0,2,1,1,2.828427125,1,1
DNA_vOTU_1191,,Outlier,,,,,,,
DNA_vOTU_1192,,Outlier,,,,,,,
DNA_vOTU_1193,,Singleton,,,,,,,
DNA_vOTU_1194,preVC_761,Clustered,VC_761_0,2,1,1,1.732050808,1,1
DNA_vOTU_1195,,Singleton,,,,,,,
DNA_vOTU_1196,preVC_414,Clustered,VC_414_0,11,0.7321,1,4.064108666,0.7321,1
DNA_vOTU_1197,,Outlier,,,,,,,
DNA_vOTU_1198,preVC_433,Clustered,VC_433_0,53,0.6672,1,4.409454447,0.6672,0.9956
DNA_vOTU_1199,,Outlier,,,,,,,
DNA_vOTU_12,preVC_765,Clustered,VC_765_0,2,0.5078,0.72985431,1,0.3706,1
DNA_vOTU_120,preVC_432,Clustered,VC_432_0,4,0.1617,0.99952797,6.896790954,0.1616,1
DNA_vOTU_1200,preVC_770,Clustered,VC_770_0,2,1,1,2.645751311,1,1
DNA_vOTU_1201,,Singleton,,,,,,,
DNA_vOTU_1202,,Singleton,,,,,,,
DNA_vOTU_1203,,Singleton,,,,,,,
DNA_vOTU_1204,,Outlier,,,,,,,
DNA_vOTU_1205,preVC_630,Clustered,VC_630_0,6,0.67,0.99904312,3.924109024,0.6694,1
DNA_vOTU_1206,,Outlier,,,,,,,
DNA_vOTU_1207,preVC_771,Clustered,VC_771_0,2,0.5365,0.86174976,3,0.4623,1
DNA_vOTU_1208,,Outlier,,,,,,,
DNA_vOTU_1209,preVC_773,Clustered,VC_773_0,2,1,1,2.645751311,1,1
DNA_vOTU_121,preVC_433,Clustered,VC_433_0,53,0.6672,1,4.409454447,0.6672,0.9956
DNA_vOTU_1210,,Singleton,,,,,,,
DNA_vOTU_1211,preVC_774,Clustered,VC_774_0,2,0.6354,0.5,2.236067977,0.3177,1
DNA_vOTU_1212,preVC_468,Clustered,VC_468_0,3,0.1679,0.94700091,3.813243472,0.159,1
DNA_vOTU_1213,,Singleton,,,,,,,
DNA_vOTU_1214,preVC_512,Clustered,VC_512_0,26,0.8207,0.99376691,2.018183966,0.8156,1
DNA_vOTU_1215,,Singleton,,,,,,,
DNA_vOTU_1216,preVC_777,Clustered,VC_777_0,2,1,1,1.414213562,1,1
DNA_vOTU_1217,preVC_573,Clustered,VC_573_0,5,0.5201,0.8199712,4.924217986,0.4264,1
DNA_vOTU_1218,,Singleton,,,,,,,
DNA_vOTU_1219,preVC_778,Clustered,VC_778_0,2,0.5,0,3.16227766,0,1
DNA_vOTU_122,preVC_781,Clustered,VC_781_0,2,0.1351,0.9408528,3,0.1271,1
DNA_vOTU_1220,,Outlier,,,,,,,
DNA_vOTU_1221,preVC_626,Clustered,VC_626_0,11,0.6196,0.99995391,4.448426275,0.6196,1
DNA_vOTU_1222,,Overlap (VC_785/VC_786),,,,,,,
DNA_vOTU_1223,,Singleton,,,,,,,
DNA_vOTU_1224,preVC_584,Clustered,VC_584_0,3,0.6318,0.89203753,2.139202843,0.5636,1
DNA_vOTU_1225,,Singleton,,,,,,,
DNA_vOTU_1226,preVC_787,Clustered,VC_787_0,3,0.5447,0.98318964,3.437247299,0.5355,1
DNA_vOTU_1227,preVC_539,Clustered,VC_539_0,22,0.4305,1,5.510692959,0.4305,0.9654
DNA_vOTU_1228,preVC_505,Clustered,VC_505_0,20,0.3978,1,4.778437112,0.3978,0.9842
DNA_vOTU_1229,,Outlier,,,,,,,
DNA_vOTU_123,preVC_725,Clustered,VC_725_0,3,1,0,0,0,1
DNA_vOTU_1230,preVC_628,Clustered,VC_628_0,7,0.6827,0.99376896,1.903095492,0.6785,1
DNA_vOTU_1231,,Singleton,,,,,,,
DNA_vOTU_1232,,Outlier,,,,,,,
DNA_vOTU_1233,,Singleton,,,,,,,
DNA_vOTU_1234,preVC_794,Clustered,VC_794_0,2,1,1,3,1,1
DNA_vOTU_1235,preVC_626,Clustered,VC_626_0,11,0.6196,0.99995391,4.448426275,0.6196,1
DNA_vOTU_1236,,Singleton,,,,,,,
DNA_vOTU_1237,,Outlier,,,,,,,
