replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in
Sage1_L_60_16_scaffold_4406	Sage1_L_60_16_scaffold_4406_17	csm3gr7_III-A_III-D_2	724351	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-D	Sage1_L_60_16_scaffold_4406_CAS_Class1-Subtype-III-D_94	1	1	0.500	4.000	1	csm3gr7_III-A_III-D_10	accessory	298	3e-42	150.700	0.981	0.792	12	247		Sage1_L_60_16_scaffold_4406_CAS_Class1-Type-III_95,Sage1_L_60_16_scaffold_4406_CAS_Cluster_96
Sage1_L_60_16_scaffold_4406	Sage1_L_60_16_scaffold_4406_18	csm3gr7_III-A_III-D_2	724352	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-D	Sage1_L_60_16_scaffold_4406_CAS_Class1-Subtype-III-D_94	1	1	0.500	4.000	1	csm3gr7_III-A_III-D_10	accessory	370	4.9e-37	133.700	0.935	0.616	14	241		Sage1_L_60_16_scaffold_4406_CAS_Class1-Type-III_95,Sage1_L_60_16_scaffold_4406_CAS_Cluster_96
Sage1_L_60_16_scaffold_4406	Sage1_L_60_16_scaffold_4406_22	cas6_I_II_III_IV_V_VI_22	724356	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-D	Sage1_L_60_16_scaffold_4406_CAS_Class1-Subtype-III-D_94	1	1	0.500	4.000	1	cas6_I_II_III_IV_V_VI_17	accessory	307	4.3e-07	36.500	0.777	0.332	188	289		Sage1_L_60_16_scaffold_4406_CAS_Class1-Type-III_95,Sage1_L_60_16_scaffold_4406_CAS_Cluster_96
Sage1_L_60_16_scaffold_4439	Sage1_L_60_16_scaffold_4439_5	cmr1gr7_III-B_III-C_3	724381	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-C	Sage1_L_60_16_scaffold_4439_CAS_Class1-Subtype-III-C_134	1	1	1.000	6.000	1	cmr1gr7_III-B_III-C_3	accessory	361	1.5e-16	67.100	0.468	0.241	5	91		Sage1_L_60_16_scaffold_4439_CAS_Class1-Type-III_135,Sage1_L_60_16_scaffold_4439_CAS_Cluster_136
Sage1_L_60_16_scaffold_4439	Sage1_L_60_16_scaffold_4439_6	cmr6gr7_III-C_1	724382	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-C	Sage1_L_60_16_scaffold_4439_CAS_Class1-Subtype-III-C_134	1	1	1.000	6.000	1	cmr6gr7_III-C_1	mandatory	321	2.9e-68	236.300	0.931	0.620	82	280		Sage1_L_60_16_scaffold_4439_CAS_Class1-Type-III_135,Sage1_L_60_16_scaffold_4439_CAS_Cluster_136
Sage1_L_60_16_scaffold_4439	Sage1_L_60_16_scaffold_4439_7	cas10_III-C_3	724383	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-C	Sage1_L_60_16_scaffold_4439_CAS_Class1-Subtype-III-C_134	1	1	1.000	6.000	1	cas10_III-C_3	mandatory	1065	3.5e-176	594.200	0.992	0.977	5	1045		Sage1_L_60_16_scaffold_4439_CAS_Class1-Type-III_135,Sage1_L_60_16_scaffold_4439_CAS_Cluster_136
Sage1_L_60_16_scaffold_4439	Sage1_L_60_16_scaffold_4439_8	cmr4gr7_III-B_III-C_2	724384	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-C	Sage1_L_60_16_scaffold_4439_CAS_Class1-Subtype-III-C_134	1	1	1.000	6.000	1	cmr4gr7_III-B_III-C_2	accessory	355	1.9e-38	138.800	0.974	0.924	15	342		Sage1_L_60_16_scaffold_4439_CAS_Class1-Type-III_135,Sage1_L_60_16_scaffold_4439_CAS_Cluster_136
Sage1_L_60_16_scaffold_4439	Sage1_L_60_16_scaffold_4439_9	cmr5gr11_III-C_11	724385	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-C	Sage1_L_60_16_scaffold_4439_CAS_Class1-Subtype-III-C_134	1	1	1.000	6.000	1	cmr5gr11_III-C_11	accessory	138	1.2e-32	118.900	0.976	0.971	1	134		Sage1_L_60_16_scaffold_4439_CAS_Class1-Type-III_135,Sage1_L_60_16_scaffold_4439_CAS_Cluster_136
Sage1_L_60_16_scaffold_4439	Sage1_L_60_16_scaffold_4439_10	cmr3gr5_III-C_1	724386	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-C	Sage1_L_60_16_scaffold_4439_CAS_Class1-Subtype-III-C_134	1	1	1.000	6.000	1	cmr3gr5_III-C_1	mandatory	289	2.4e-80	276.100	0.993	0.986	1	285		Sage1_L_60_16_scaffold_4439_CAS_Class1-Type-III_135,Sage1_L_60_16_scaffold_4439_CAS_Cluster_136
Sage1_L_60_16_scaffold_5784	Sage1_L_60_16_scaffold_5784_1	cas4_I_II_III_IV_V_VI_1	726961	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-B	Sage1_L_60_16_scaffold_5784_CAS_Class1-Subtype-I-B_5	1	1	1.000	8.000	1	cas4_I_II_III_IV_V_VI_6	accessory	199	6.3e-27	101.000	0.989	0.950	6	194		Sage1_L_60_16_scaffold_5784_CAS_Class1-Type-I_6,Sage1_L_60_16_scaffold_5784_CAS_Cluster_7
Sage1_L_60_16_scaffold_5784	Sage1_L_60_16_scaffold_5784_2	cas2_I_II_III_IV_V_VI_3	726962	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-B	Sage1_L_60_16_scaffold_5784_CAS_Class1-Subtype-I-B_5	1	1	1.000	8.000	1	cas2_I_II_III_IV_V_VI_3	accessory	85	1.4e-14	60.000	0.975	0.918	3	80		Sage1_L_60_16_scaffold_5784_CAS_Class1-Type-I_6,Sage1_L_60_16_scaffold_5784_CAS_Cluster_7
Sage1_L_60_16_scaffold_5784	Sage1_L_60_16_scaffold_5784_3	cas1_I_II_III_IV_V_VI_1	726963	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-B	Sage1_L_60_16_scaffold_5784_CAS_Class1-Subtype-I-B_5	1	1	1.000	8.000	1	cas1_I_II_III_IV_V_VI_7	accessory	338	3.2e-86	295.400	0.997	0.959	1	324		Sage1_L_60_16_scaffold_5784_CAS_Class1-Type-I_6,Sage1_L_60_16_scaffold_5784_CAS_Cluster_7
Sage1_L_60_16_scaffold_5784	Sage1_L_60_16_scaffold_5784_4	cas6_I_II_III_IV_V_VI_17	726964	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-B	Sage1_L_60_16_scaffold_5784_CAS_Class1-Subtype-I-B_5	1	1	1.000	8.000	1	cas6_I-B_III_1	accessory	329	4.8e-72	249.000	0.969	0.991	2	327		Sage1_L_60_16_scaffold_5784_CAS_Class1-Type-I_6,Sage1_L_60_16_scaffold_5784_CAS_Cluster_7
Sage1_L_60_16_scaffold_5784	Sage1_L_60_16_scaffold_5784_5	cas3_I_2	726965	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-B	Sage1_L_60_16_scaffold_5784_CAS_Class1-Subtype-I-B_5	1	1	1.000	8.000	1	cas3_I_5	accessory	796	1e-69	241.500	0.992	0.450	291	648		Sage1_L_60_16_scaffold_5784_CAS_Class1-Type-I_6,Sage1_L_60_16_scaffold_5784_CAS_Cluster_7
Sage1_L_60_16_scaffold_5784	Sage1_L_60_16_scaffold_5784_6	cas5_I-B_1	726966	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-B	Sage1_L_60_16_scaffold_5784_CAS_Class1-Subtype-I-B_5	1	1	1.000	8.000	1	cas5_I-B_6	mandatory	250	9.2e-52	181.800	0.973	0.872	1	218		Sage1_L_60_16_scaffold_5784_CAS_Class1-Type-I_6,Sage1_L_60_16_scaffold_5784_CAS_Cluster_7
Sage1_L_60_16_scaffold_5784	Sage1_L_60_16_scaffold_5784_7	cas7_I-B_6	726967	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-B	Sage1_L_60_16_scaffold_5784_CAS_Class1-Subtype-I-B_5	1	1	1.000	8.000	1	cas7_I-B_6	mandatory	350	5.1e-48	170.000	0.925	0.860	17	317		Sage1_L_60_16_scaffold_5784_CAS_Class1-Type-I_6,Sage1_L_60_16_scaffold_5784_CAS_Cluster_7
Sage1_L_60_16_scaffold_5784	Sage1_L_60_16_scaffold_5784_8	cas8b2_I-B_6	726968	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-B	Sage1_L_60_16_scaffold_5784_CAS_Class1-Subtype-I-B_5	1	1	1.000	8.000	1	cas8b2_I-B_2	mandatory	523	8.7e-152	512.300	0.986	0.977	4	514		Sage1_L_60_16_scaffold_5784_CAS_Class1-Type-I_6,Sage1_L_60_16_scaffold_5784_CAS_Cluster_7
Sage1_L_60_16_scaffold_5784	Sage1_L_60_16_scaffold_5784_10	WYL_I_II_III_IV_V_VI_1	726970	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-B	Sage1_L_60_16_scaffold_5784_CAS_Class1-Subtype-I-B_5	1	1	1.000	8.000	1	WYL_I_II_III_IV_V_VI_1	neutral	325	3.1e-44	157.900	0.987	0.985	2	321		Sage1_L_60_16_scaffold_5784_CAS_Class1-Type-I_6,Sage1_L_60_16_scaffold_5784_CAS_Cluster_7
Sage1_L_60_16_scaffold_6776	Sage1_L_60_16_scaffold_6776_4	csx15_I_III_1	727491	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-B	Sage1_L_60_16_scaffold_6776_CAS_Class1-Subtype-III-B_114	1	1	1.000	7.000	1	csx15_I_III_1	neutral	126	6.3e-33	118.600	0.990	0.786	27	125		Sage1_L_60_16_scaffold_6776_CAS_Class1-Type-III_115,Sage1_L_60_16_scaffold_6776_CAS_Cluster_116
Sage1_L_60_16_scaffold_6776	Sage1_L_60_16_scaffold_6776_6	cmr6gr7_III-B_3	727493	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-B	Sage1_L_60_16_scaffold_6776_CAS_Class1-Subtype-III-B_114	1	1	1.000	7.000	1	cmr6gr7_III-B_1	mandatory	273	5.1e-49	173.400	0.685	0.648	91	267		Sage1_L_60_16_scaffold_6776_CAS_Class1-Type-III_115,Sage1_L_60_16_scaffold_6776_CAS_Cluster_116
Sage1_L_60_16_scaffold_6776	Sage1_L_60_16_scaffold_6776_7	cmr5gr11_III-B_18	727494	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-B	Sage1_L_60_16_scaffold_6776_CAS_Class1-Subtype-III-B_114	1	1	1.000	7.000	1	cmr5gr11_III-B_18	mandatory	154	7.4e-28	103.300	0.983	0.838	15	143		Sage1_L_60_16_scaffold_6776_CAS_Class1-Type-III_115,Sage1_L_60_16_scaffold_6776_CAS_Cluster_116
Sage1_L_60_16_scaffold_6776	Sage1_L_60_16_scaffold_6776_8	cmr4gr7_III-B_III-C_1	727495	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-B	Sage1_L_60_16_scaffold_6776_CAS_Class1-Subtype-III-B_114	1	1	1.000	7.000	1	cmr4gr7_III-B_III-C_2	accessory	299	7.4e-67	232.000	0.996	0.960	7	293		Sage1_L_60_16_scaffold_6776_CAS_Class1-Type-III_115,Sage1_L_60_16_scaffold_6776_CAS_Cluster_116
Sage1_L_60_16_scaffold_6776	Sage1_L_60_16_scaffold_6776_9	cmr3gr5_III-B_III-C_5	727496	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-B	Sage1_L_60_16_scaffold_6776_CAS_Class1-Subtype-III-B_114	1	1	1.000	7.000	1	cmr3gr5_III-B_III-C_5	accessory	392	2.4e-48	171.500	0.913	0.921	5	365		Sage1_L_60_16_scaffold_6776_CAS_Class1-Type-III_115,Sage1_L_60_16_scaffold_6776_CAS_Cluster_116
Sage1_L_60_16_scaffold_6776	Sage1_L_60_16_scaffold_6776_10	cas10_III_1	727497	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-B	Sage1_L_60_16_scaffold_6776_CAS_Class1-Subtype-III-B_114	1	1	1.000	7.000	1	cas10_III_1	accessory	665	1.2e-51	182.300	0.996	0.782	5	524		Sage1_L_60_16_scaffold_6776_CAS_Class1-Type-III_115,Sage1_L_60_16_scaffold_6776_CAS_Cluster_116
Sage1_L_60_16_scaffold_6776	Sage1_L_60_16_scaffold_6776_11	cmr1gr7_III-B_III-C_3	727498	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-B	Sage1_L_60_16_scaffold_6776_CAS_Class1-Subtype-III-B_114	1	1	1.000	7.000	1	cmr1gr7_III-B_III-C_3	accessory	316	9.4e-11	48.200	0.977	0.453	5	147		Sage1_L_60_16_scaffold_6776_CAS_Class1-Type-III_115,Sage1_L_60_16_scaffold_6776_CAS_Cluster_116
Sage1_L_60_16_scaffold_6776	Sage1_L_60_16_scaffold_6776_12	csx1_III_10	727499	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-B	Sage1_L_60_16_scaffold_6776_CAS_Class1-Subtype-III-B_114	1	1	1.000	7.000	1	csx1_III_10	accessory	290	9.7e-32	116.400	0.954	0.648	8	195		Sage1_L_60_16_scaffold_6776_CAS_Class1-Type-III_115,Sage1_L_60_16_scaffold_6776_CAS_Cluster_116
Sage1_L_60_16_scaffold_6776	Sage1_L_60_16_scaffold_6776_13	csx3_I_III_3	727500	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-III-B	Sage1_L_60_16_scaffold_6776_CAS_Class1-Subtype-III-B_114	1	1	1.000	7.000	1	csx3_I_III_1	neutral	395	4.2e-48	170.000	0.640	0.448	5	181		Sage1_L_60_16_scaffold_6776_CAS_Class1-Type-III_115,Sage1_L_60_16_scaffold_6776_CAS_Cluster_116
Sage1_L_60_16_scaffold_8424	Sage1_L_60_16_scaffold_8424_1	cas1_I_II_III_IV_V_VI_1	720995	defense-finder-models/Cas/Cas/CAS_Cluster	Sage1_L_60_16_scaffold_8424_CAS_Cluster_34	1	1	0.040	2.000	1	cas1_I_II_III_IV_V_VI_1	mandatory	140	9.2e-51	178.900	0.404	0.914	1	128		
Sage1_L_60_16_scaffold_8424	Sage1_L_60_16_scaffold_8424_2	cas2_I_II_III_IV_V_VI_3	720996	defense-finder-models/Cas/Cas/CAS_Cluster	Sage1_L_60_16_scaffold_8424_CAS_Cluster_34	1	1	0.040	2.000	1	cas2_I_II_III_IV_V_VI_1	mandatory	109	6.5e-20	77.100	0.975	0.706	21	97		
Sage1_L_60_16_scaffold_8953	Sage1_L_60_16_scaffold_8953_1	cas2_I_II_III_IV_V_VI_3	721140	defense-finder-models/Cas/Cas/CAS_Cluster	Sage1_L_60_16_scaffold_8953_CAS_Cluster_8	1	1	0.060	3.000	1	cas2_I_II_III_IV_V_VI_1	mandatory	102	8.7e-24	89.500	0.962	0.745	14	89		
Sage1_L_60_16_scaffold_8953	Sage1_L_60_16_scaffold_8953_2	cas1_I_II_III_IV_V_VI_1	721141	defense-finder-models/Cas/Cas/CAS_Cluster	Sage1_L_60_16_scaffold_8953_CAS_Cluster_8	1	1	0.060	3.000	1	cas1_I_II_III_IV_V_VI_1	mandatory	366	9.8e-97	330.000	0.997	0.962	3	354		
Sage1_L_60_16_scaffold_8953	Sage1_L_60_16_scaffold_8953_3	cas4_I_II_III_IV_V_VI_1	721142	defense-finder-models/Cas/Cas/CAS_Cluster	Sage1_L_60_16_scaffold_8953_CAS_Cluster_8	1	1	0.060	3.000	1	cas4_I_II_III_IV_V_VI_1	mandatory	206	1.1e-28	106.700	0.989	0.879	11	191		
Sage1_L_60_16_scaffold_8953	Sage1_L_60_16_scaffold_8953_4	RT_I_II_III_IV_V_VI_1	721143	defense-finder-models/Cas/Cas/CAS_Cluster	Sage1_L_60_16_scaffold_8953_CAS_Cluster_8	1	1	0.060	3.000	1	RT_I_II_III_IV_V_VI_1	neutral	484	3e-48	170.400	0.768	0.492	119	356		
Sage1_L_60_16_scaffold_8971	Sage1_L_60_16_scaffold_8971_1	cas1_I_II_III_IV_V_VI_10	721172	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-D	Sage1_L_60_16_scaffold_8971_CAS_Class1-Subtype-I-D_102	1	1	0.750	6.000	1	cas1_I_II_III_IV_V_VI_1	accessory	173	1.1e-27	103.100	0.516	0.908	4	160		Sage1_L_60_16_scaffold_8971_CAS_Class1-Type-I_103,Sage1_L_60_16_scaffold_8971_CAS_Cluster_104
Sage1_L_60_16_scaffold_8971	Sage1_L_60_16_scaffold_8971_2	cas4_I_II_III_IV_V_VI_1	721173	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-D	Sage1_L_60_16_scaffold_8971_CAS_Class1-Subtype-I-D_102	1	1	0.750	6.000	1	cas4_I_II_III_IV_V_VI_1	accessory	219	5.9e-24	91.300	1.000	0.877	11	202		Sage1_L_60_16_scaffold_8971_CAS_Class1-Type-I_103,Sage1_L_60_16_scaffold_8971_CAS_Cluster_104
Sage1_L_60_16_scaffold_8971	Sage1_L_60_16_scaffold_8971_3	WYL_I_II_III_IV_V_VI_4	721174	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-D	Sage1_L_60_16_scaffold_8971_CAS_Class1-Subtype-I-D_102	1	1	0.750	6.000	1	WYL_I_II_III_IV_V_VI_1	neutral	337	8.6e-23	87.400	0.977	0.469	164	321		Sage1_L_60_16_scaffold_8971_CAS_Class1-Type-I_103,Sage1_L_60_16_scaffold_8971_CAS_Cluster_104
Sage1_L_60_16_scaffold_8971	Sage1_L_60_16_scaffold_8971_4	cas10d_I-D_3	721175	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-D	Sage1_L_60_16_scaffold_8971_CAS_Class1-Subtype-I-D_102	1	1	0.750	6.000	1	cas10d_I-D_3	mandatory	1035	5.2e-43	153.300	0.992	0.943	46	1021		Sage1_L_60_16_scaffold_8971_CAS_Class1-Type-I_103,Sage1_L_60_16_scaffold_8971_CAS_Cluster_104
Sage1_L_60_16_scaffold_8971	Sage1_L_60_16_scaffold_8971_5	csc2gr7_I-D_1	721176	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-D	Sage1_L_60_16_scaffold_8971_CAS_Class1-Subtype-I-D_102	1	1	0.750	6.000	1	csc2gr7_I-D_1	mandatory	357	1e-55	195.200	0.843	0.672	26	265		Sage1_L_60_16_scaffold_8971_CAS_Class1-Type-I_103,Sage1_L_60_16_scaffold_8971_CAS_Cluster_104
Sage1_L_60_16_scaffold_8971	Sage1_L_60_16_scaffold_8971_6	csc1gr5_I-D_2	721177	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-D	Sage1_L_60_16_scaffold_8971_CAS_Class1-Subtype-I-D_102	1	1	0.750	6.000	1	csc1gr5_I-D_2	mandatory	240	2.3e-28	105.300	0.738	0.621	9	157		Sage1_L_60_16_scaffold_8971_CAS_Class1-Type-I_103,Sage1_L_60_16_scaffold_8971_CAS_Cluster_104
Sage1_L_60_16_scaffold_8971	Sage1_L_60_16_scaffold_8971_7	cas3_I-D_4	721178	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-D	Sage1_L_60_16_scaffold_8971_CAS_Class1-Subtype-I-D_102	1	1	0.750	6.000	1	cas3_I-D_4	accessory	391	3.6e-41	147.600	0.992	0.877	33	375		Sage1_L_60_16_scaffold_8971_CAS_Class1-Type-I_103,Sage1_L_60_16_scaffold_8971_CAS_Cluster_104
Sage1_L_60_16_scaffold_9937	Sage1_L_60_16_scaffold_9937_1	cas10d_I-D_3	728360	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-D	Sage1_L_60_16_scaffold_9937_CAS_Class1-Subtype-I-D_140	1	1	0.250	2.000	1	cas10d_I-D_3	mandatory	699	2.7e-54	190.700	0.640	0.896	60	685		
Sage1_L_60_16_scaffold_9937	Sage1_L_60_16_scaffold_9937_3	cas3_I-D_4	728362	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-D	Sage1_L_60_16_scaffold_9937_CAS_Class1-Subtype-I-D_140	1	1	0.250	2.000	1	cas3_I-D_4	accessory	686	6.8e-66	228.900	1.000	0.501	28	371		
Sage1_L_60_16_scaffold_9937	Sage1_L_60_16_scaffold_9937_4	WYL_I_II_III_IV_V_VI_4	728363	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-D	Sage1_L_60_16_scaffold_9937_CAS_Class1-Subtype-I-D_140	1	1	0.250	2.000	1	WYL_I_II_III_IV_V_VI_1	neutral	398	1.2e-18	73.800	0.983	0.435	217	389		
Sage1_R_100_16_scaffold_14	Sage1_R_100_16_scaffold_14_33	cas1_I_II_III_IV_V_VI_10	1340178	defense-finder-models/Cas/Cas/CAS_Cluster	Sage1_R_100_16_scaffold_14_CAS_Cluster_35	1	1	0.060	3.000	1	cas1_I_II_III_IV_V_VI_1	mandatory	407	2.1e-75	259.700	0.986	0.705	73	359		
Sage1_R_100_16_scaffold_14	Sage1_R_100_16_scaffold_14_34	cas2_I_II_III_IV_V_VI_3	1340179	defense-finder-models/Cas/Cas/CAS_Cluster	Sage1_R_100_16_scaffold_14_CAS_Cluster_35	1	1	0.060	3.000	1	cas2_I_II_III_IV_V_VI_1	mandatory	103	2.4e-10	46.400	0.924	0.718	7	80		
Sage1_R_100_16_scaffold_14	Sage1_R_100_16_scaffold_14_35	cas4_I_II_III_IV_V_VI_1	1340180	defense-finder-models/Cas/Cas/CAS_Cluster	Sage1_R_100_16_scaffold_14_CAS_Cluster_35	1	1	0.060	3.000	1	cas4_I_II_III_IV_V_VI_1	mandatory	198	3.4e-23	88.900	0.989	0.924	11	193		
Sage1_R_100_16_scaffold_15	Sage1_R_100_16_scaffold_15_79	WYL_I_II_III_IV_V_VI_1	209501	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-G	Sage1_R_100_16_scaffold_15_CAS_Class1-Subtype-I-G_36	1	1	0.857	6.000	1	WYL_I_II_III_IV_V_VI_1	neutral	320	6.7e-43	153.500	0.946	0.956	7	312		Sage1_R_100_16_scaffold_15_CAS_Class1-Type-I_37,Sage1_R_100_16_scaffold_15_CAS_Cluster_38
Sage1_R_100_16_scaffold_15	Sage1_R_100_16_scaffold_15_81	cas3_I-G_3	209503	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-G	Sage1_R_100_16_scaffold_15_CAS_Class1-Subtype-I-G_36	1	1	0.857	6.000	1	cas3_I-G_3	mandatory	791	3.2e-33	120.700	0.460	0.480	2	381		Sage1_R_100_16_scaffold_15_CAS_Class1-Type-I_37,Sage1_R_100_16_scaffold_15_CAS_Cluster_38
Sage1_R_100_16_scaffold_15	Sage1_R_100_16_scaffold_15_82	cas8u1_I-G_1	209504	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-G	Sage1_R_100_16_scaffold_15_CAS_Class1-Subtype-I-G_36	1	1	0.857	6.000	1	cas8u1_I-G_1	mandatory	706	1.6e-119	406.600	0.810	0.739	116	637		Sage1_R_100_16_scaffold_15_CAS_Class1-Type-I_37,Sage1_R_100_16_scaffold_15_CAS_Cluster_38
Sage1_R_100_16_scaffold_15	Sage1_R_100_16_scaffold_15_83	csb1gr7_I-G_1	209505	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-G	Sage1_R_100_16_scaffold_15_CAS_Class1-Subtype-I-G_36	1	1	0.857	6.000	1	cas7_I-G_4	mandatory	338	2.5e-38	137.600	0.988	0.506	14	184		Sage1_R_100_16_scaffold_15_CAS_Class1-Type-I_37,Sage1_R_100_16_scaffold_15_CAS_Cluster_38
Sage1_R_100_16_scaffold_15	Sage1_R_100_16_scaffold_15_84	csb2gr5_I-G_1	209506	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-G	Sage1_R_100_16_scaffold_15_CAS_Class1-Subtype-I-G_36	1	1	0.857	6.000	1	cas5u_I-G_1	mandatory	471	2.2e-46	165.100	0.976	0.992	1	467		Sage1_R_100_16_scaffold_15_CAS_Class1-Type-I_37,Sage1_R_100_16_scaffold_15_CAS_Cluster_38
Sage1_R_100_16_scaffold_15	Sage1_R_100_16_scaffold_15_86	cas1_I_II_III_IV_V_VI_1	209508	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-G	Sage1_R_100_16_scaffold_15_CAS_Class1-Subtype-I-G_36	1	1	0.857	6.000	1	cas1_I_II_III_IV_V_VI_10	accessory	574	2.9e-99	338.300	0.987	0.552	245	561		Sage1_R_100_16_scaffold_15_CAS_Class1-Type-I_37,Sage1_R_100_16_scaffold_15_CAS_Cluster_38
Sage1_R_100_16_scaffold_15	Sage1_R_100_16_scaffold_15_87	cas2_I_II_III_IV_V_VI_3	209509	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-G	Sage1_R_100_16_scaffold_15_CAS_Class1-Subtype-I-G_36	1	1	0.857	6.000	1	cas2_I_II_III_IV_V_VI_3	accessory	97	8.3e-17	67.200	0.835	0.680	5	70		Sage1_R_100_16_scaffold_15_CAS_Class1-Type-I_37,Sage1_R_100_16_scaffold_15_CAS_Cluster_38
Sage1_R_100_16_scaffold_2942	Sage1_R_100_16_scaffold_2942_10	cas3HD_I_1	1336345	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-G	Sage1_R_100_16_scaffold_2942_CAS_Class1-Subtype-I-G_39	1	1	0.714	5.000	1	cas3_I_2	accessory	956	1.2e-11	50.900	0.675	0.223	651	863		Sage1_R_100_16_scaffold_2942_CAS_Class1-Type-I_40
Sage1_R_100_16_scaffold_2942	Sage1_R_100_16_scaffold_2942_11	cas8u1_I-G_1	1336346	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-G	Sage1_R_100_16_scaffold_2942_CAS_Class1-Subtype-I-G_39	1	1	0.714	5.000	1	cas8u1_I-G_1	mandatory	822	2.5e-102	349.800	0.892	0.790	18	666		Sage1_R_100_16_scaffold_2942_CAS_Class1-Type-I_40,Sage1_R_100_16_scaffold_2942_CAS_Cluster_41
Sage1_R_100_16_scaffold_2942	Sage1_R_100_16_scaffold_2942_12	csb1gr7_I-G_1	1336347	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-G	Sage1_R_100_16_scaffold_2942_CAS_Class1-Subtype-I-G_39	1	1	0.714	5.000	1	cas7_I-G_4	mandatory	487	1.5e-23	89.600	0.965	0.411	17	216		Sage1_R_100_16_scaffold_2942_CAS_Class1-Type-I_40,Sage1_R_100_16_scaffold_2942_CAS_Cluster_41
Sage1_R_100_16_scaffold_2942	Sage1_R_100_16_scaffold_2942_16	cas1_I_II_III_IV_V_VI_1	1336351	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-G	Sage1_R_100_16_scaffold_2942_CAS_Class1-Subtype-I-G_39	1	1	0.714	5.000	1	cas1_I_II_III_IV_V_VI_10	accessory	728	2.2e-109	371.600	0.997	0.457	384	716		Sage1_R_100_16_scaffold_2942_CAS_Class1-Type-I_40,Sage1_R_100_16_scaffold_2942_CAS_Cluster_41
Sage1_R_100_16_scaffold_2942	Sage1_R_100_16_scaffold_2942_17	cas2_I_II_III_IV_V_VI_3	1336352	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-G	Sage1_R_100_16_scaffold_2942_CAS_Class1-Subtype-I-G_39	1	1	0.714	5.000	1	cas2_I_II_III_IV_V_VI_3	accessory	97	6.1e-20	77.200	0.861	0.701	5	72		Sage1_R_100_16_scaffold_2942_CAS_Class1-Type-I_40,Sage1_R_100_16_scaffold_2942_CAS_Cluster_41
